idDetalleCompra,idCompra,idProduc,nomProduc,precioProduc,CantidadProduc,Subtotal
8071,1247,46,Llave Lavatorio Vainsa - Lote 46,28.46,85,2419.1
8072,1247,28,Hoja Sierra - Lote 28,3.11,58,180.38
8073,1247,30,Guantes - Lote 30,4.39,25,109.75
8074,1247,21,"Tubo PVC Desague 4"" - Lote 21",16.36,25,409.0
8075,1247,21,"Tubo PVC Desague 4"" - Lote 21",16.86,78,1315.08
8076,1247,27,Tubo Abasto - Lote 27,5.25,86,451.5
8077,1247,15,Guantes - Lote 15,4.54,44,199.76
8078,1248,32,Mezcladora Ducha Italgrif - Lote 32,65.67,76,4990.92
8079,1248,7,"Tubo PVC Agua 1/2"" - Lote 7",9.35,41,383.35
8080,1248,43,Hoja Sierra - Lote 43,2.6,47,122.2
8081,1249,41,Sifón Botella - Lote 41,9.54,25,238.5
8082,1249,50,Mezcladora Monocomando - Lote 50,105.84,60,6350.4
8083,1249,3,"Caño Jardin Bronce 1/2"" - Lote 3",7.88,65,512.2
8084,1249,6,"Tubo PVC Desague 4"" - Lote 6",16.68,87,1451.16
8085,1249,39,Pegamento PVC Oatey - Lote 39,21.12,48,1013.76
8086,1249,46,Llave Lavatorio Vainsa - Lote 46,24.87,55,1367.85
8087,1249,20,Mezcladora Monocomando - Lote 20,125.35,67,8398.45
8088,1249,35,Mezcladora Monocomando - Lote 35,93.77,46,4313.42
8089,1250,5,Mezcladora Monocomando - Lote 5,121.96,59,7195.64
8090,1250,4,Llave Angular Cromada - Lote 4,7.81,33,257.73
8091,1250,15,Guantes - Lote 15,5.36,61,326.96
8092,1250,13,Hoja Sierra - Lote 13,3.04,71,215.84
8093,1250,29,Martillo - Lote 29,14.12,34,480.08
8094,1250,49,Llave Angular Cromada - Lote 49,7.97,70,557.9
8095,1250,50,Mezcladora Monocomando - Lote 50,111.66,88,9826.08
8096,1251,29,Martillo - Lote 29,14.73,99,1458.27
8097,1251,4,Llave Angular Cromada - Lote 4,6.56,38,249.28
8098,1251,20,Mezcladora Monocomando - Lote 20,99.61,100,9961.0
8099,1251,28,Hoja Sierra - Lote 28,2.79,85,237.15
8100,1251,27,Tubo Abasto - Lote 27,4.92,80,393.6
8101,1251,19,Llave Angular Cromada - Lote 19,8.2,23,188.6
8102,1251,15,Guantes - Lote 15,5.16,74,381.84
8103,1251,28,Hoja Sierra - Lote 28,3.31,58,191.98
8104,1251,5,Mezcladora Monocomando - Lote 5,97.85,75,7338.75
8105,1251,9,Pegamento PVC Oatey - Lote 9,19.74,98,1934.52
8106,1252,33,"Caño Jardin Bronce 1/2"" - Lote 33",10.11,46,465.06
8107,1252,23,"Codo PVC 4"" - Lote 23",2.41,94,226.54
8108,1252,24,Pegamento PVC Oatey - Lote 24,22.44,77,1727.88
8109,1252,11,Sifón Botella - Lote 11,10.23,96,982.08
8110,1252,43,Hoja Sierra - Lote 43,3.16,38,120.08
8111,1252,15,Guantes - Lote 15,4.81,33,158.73
8112,1252,36,"Tubo PVC Desague 4"" - Lote 36",17.98,46,827.08
8113,1252,9,Pegamento PVC Oatey - Lote 9,23.31,92,2144.52
8114,1252,22,"Tubo PVC Agua 1/2"" - Lote 22",8.03,91,730.73
8115,1252,46,Llave Lavatorio Vainsa - Lote 46,28.28,58,1640.24
8116,1253,12,Tubo Abasto - Lote 12,4.14,58,240.12
8117,1253,48,"Caño Jardin Bronce 1/2"" - Lote 48",7.71,67,516.57
8118,1253,23,"Codo PVC 4"" - Lote 23",2.27,100,227.0
8119,1253,35,Mezcladora Monocomando - Lote 35,110.99,51,5660.49
8120,1253,25,Cinta Teflon - Lote 25,1.72,23,39.56
8121,1253,14,Martillo - Lote 14,13.96,58,809.68
8122,1254,46,Llave Lavatorio Vainsa - Lote 46,26.0,52,1352.0
8123,1254,47,Mezcladora Ducha Italgrif - Lote 47,68.29,35,2390.15
8124,1254,41,Sifón Botella - Lote 41,8.57,93,797.01
8125,1254,19,Llave Angular Cromada - Lote 19,8.21,30,246.3
8126,1254,32,Mezcladora Ducha Italgrif - Lote 32,77.78,54,4200.12
8127,1254,40,Cinta Teflon - Lote 40,1.46,34,49.64
8128,1254,29,Martillo - Lote 29,14.18,20,283.6
8129,1254,11,Sifón Botella - Lote 11,7.73,41,316.93
8130,1254,43,Hoja Sierra - Lote 43,2.9,32,92.8
8131,1254,36,"Tubo PVC Desague 4"" - Lote 36",17.61,29,510.69
8132,1255,15,Guantes - Lote 15,5.34,58,309.72
8133,1255,43,Hoja Sierra - Lote 43,2.89,81,234.09
8134,1255,4,Llave Angular Cromada - Lote 4,6.61,95,627.95
8135,1255,36,"Tubo PVC Desague 4"" - Lote 36",17.89,46,822.94
8136,1256,2,Mezcladora Ducha Italgrif - Lote 2,74.2,36,2671.2
8137,1256,47,Mezcladora Ducha Italgrif - Lote 47,72.86,36,2622.96
8138,1256,19,Llave Angular Cromada - Lote 19,8.33,50,416.5
8139,1256,50,Mezcladora Monocomando - Lote 50,119.23,23,2742.29
8140,1256,28,Hoja Sierra - Lote 28,3.47,64,222.08
8141,1256,48,"Caño Jardin Bronce 1/2"" - Lote 48",9.23,23,212.29
8142,1256,42,Tubo Abasto - Lote 42,4.62,94,434.28
8143,1257,36,"Tubo PVC Desague 4"" - Lote 36",16.33,44,718.52
8144,1257,29,Martillo - Lote 29,13.12,78,1023.36
8145,1257,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.47,68,711.96
8146,1257,27,Tubo Abasto - Lote 27,5.52,75,414.0
8147,1258,21,"Tubo PVC Desague 4"" - Lote 21",19.13,70,1339.1
8148,1258,18,"Caño Jardin Bronce 1/2"" - Lote 18",9.93,42,417.06
8149,1258,3,"Caño Jardin Bronce 1/2"" - Lote 3",9.88,37,365.56
8150,1258,9,Pegamento PVC Oatey - Lote 9,22.26,37,823.62
8151,1258,15,Guantes - Lote 15,4.98,54,268.92
8152,1259,5,Mezcladora Monocomando - Lote 5,116.11,46,5341.06
8153,1259,28,Hoja Sierra - Lote 28,2.72,90,244.8
8154,1259,27,Tubo Abasto - Lote 27,4.57,82,374.74
8155,1260,31,Llave Lavatorio Vainsa - Lote 31,28.03,77,2158.31
8156,1260,21,"Tubo PVC Desague 4"" - Lote 21",17.56,39,684.84
8157,1260,18,"Caño Jardin Bronce 1/2"" - Lote 18",7.86,71,558.06
8158,1260,19,Llave Angular Cromada - Lote 19,7.48,23,172.04
8159,1261,50,Mezcladora Monocomando - Lote 50,92.26,64,5904.64
8160,1261,20,Mezcladora Monocomando - Lote 20,122.69,70,8588.3
8161,1261,28,Hoja Sierra - Lote 28,2.64,59,155.76
8162,1261,25,Cinta Teflon - Lote 25,1.31,26,34.06
8163,1261,25,Cinta Teflon - Lote 25,1.49,51,75.99
8164,1261,9,Pegamento PVC Oatey - Lote 9,19.03,68,1294.04
8165,1262,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.18,68,692.24
8166,1262,41,Sifón Botella - Lote 41,8.57,62,531.34
8167,1262,49,Llave Angular Cromada - Lote 49,7.53,40,301.2
8168,1262,32,Mezcladora Ducha Italgrif - Lote 32,69.02,76,5245.52
8169,1262,17,Mezcladora Ducha Italgrif - Lote 17,67.17,31,2082.27
8170,1262,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.15,23,187.45
8171,1262,36,"Tubo PVC Desague 4"" - Lote 36",14.01,61,854.61
8172,1262,12,Tubo Abasto - Lote 12,4.55,62,282.1
8173,1263,50,Mezcladora Monocomando - Lote 50,123.31,56,6905.36
8174,1263,17,Mezcladora Ducha Italgrif - Lote 17,69.58,90,6262.2
8175,1263,10,Cinta Teflon - Lote 10,1.52,43,65.36
8176,1263,35,Mezcladora Monocomando - Lote 35,110.62,49,5420.38
8177,1263,20,Mezcladora Monocomando - Lote 20,117.18,80,9374.4
8178,1263,15,Guantes - Lote 15,4.4,28,123.2
8179,1263,24,Pegamento PVC Oatey - Lote 24,20.15,55,1108.25
8180,1264,44,Martillo - Lote 44,13.96,81,1130.76
8181,1264,13,Hoja Sierra - Lote 13,2.86,39,111.54
8182,1264,8,"Codo PVC 4"" - Lote 8",2.24,53,118.72
8183,1264,38,"Codo PVC 4"" - Lote 38",2.12,78,165.36
8184,1264,30,Guantes - Lote 30,5.32,95,505.4
8185,1264,14,Martillo - Lote 14,13.17,28,368.76
8186,1264,45,Guantes - Lote 45,4.46,21,93.66
8187,1264,38,"Codo PVC 4"" - Lote 38",1.95,61,118.95
8188,1265,42,Tubo Abasto - Lote 42,4.68,75,351.0
8189,1265,33,"Caño Jardin Bronce 1/2"" - Lote 33",7.66,44,337.04
8190,1265,34,Llave Angular Cromada - Lote 34,7.2,67,482.4
8191,1265,4,Llave Angular Cromada - Lote 4,7.74,32,247.68
8192,1265,35,Mezcladora Monocomando - Lote 35,124.74,81,10103.94
8193,1265,6,"Tubo PVC Desague 4"" - Lote 6",15.15,59,893.85
8194,1265,6,"Tubo PVC Desague 4"" - Lote 6",14.52,61,885.72
8195,1265,5,Mezcladora Monocomando - Lote 5,98.24,52,5108.48
8196,1265,31,Llave Lavatorio Vainsa - Lote 31,26.21,88,2306.48
8197,1265,41,Sifón Botella - Lote 41,10.34,33,341.22
8198,1266,36,"Tubo PVC Desague 4"" - Lote 36",17.07,29,495.03
8199,1266,7,"Tubo PVC Agua 1/2"" - Lote 7",8.72,25,218.0
8200,1266,26,Sifón Botella - Lote 26,9.07,100,907.0
8201,1266,28,Hoja Sierra - Lote 28,2.63,58,152.54
8202,1266,49,Llave Angular Cromada - Lote 49,8.01,78,624.78
8203,1266,27,Tubo Abasto - Lote 27,5.04,90,453.6
8204,1266,1,Llave Lavatorio Vainsa - Lote 1,30.27,38,1150.26
8205,1266,38,"Codo PVC 4"" - Lote 38",1.92,45,86.4
8206,1266,47,Mezcladora Ducha Italgrif - Lote 47,68.93,29,1998.97
8207,1266,17,Mezcladora Ducha Italgrif - Lote 17,76.96,42,3232.32
8208,1267,26,Sifón Botella - Lote 26,7.66,24,183.84
8209,1267,13,Hoja Sierra - Lote 13,2.69,26,69.94
8210,1267,33,"Caño Jardin Bronce 1/2"" - Lote 33",10.12,75,759.0
8211,1268,44,Martillo - Lote 44,17.08,61,1041.88
8212,1268,9,Pegamento PVC Oatey - Lote 9,19.52,41,800.32
8213,1268,7,"Tubo PVC Agua 1/2"" - Lote 7",7.81,32,249.92
8214,1269,26,Sifón Botella - Lote 26,8.94,72,643.68
8215,1269,7,"Tubo PVC Agua 1/2"" - Lote 7",7.21,60,432.6
8216,1269,21,"Tubo PVC Desague 4"" - Lote 21",17.17,95,1631.15
8217,1270,26,Sifón Botella - Lote 26,10.18,74,753.32
8218,1270,14,Martillo - Lote 14,13.2,86,1135.2
8219,1270,9,Pegamento PVC Oatey - Lote 9,19.45,37,719.65
8220,1270,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.2,60,492.0
8221,1271,12,Tubo Abasto - Lote 12,4.08,42,171.36
8222,1271,25,Cinta Teflon - Lote 25,1.58,37,58.46
8223,1271,7,"Tubo PVC Agua 1/2"" - Lote 7",9.12,98,893.76
8224,1271,5,Mezcladora Monocomando - Lote 5,117.29,34,3987.86
8225,1271,17,Mezcladora Ducha Italgrif - Lote 17,67.36,88,5927.68
8226,1272,13,Hoja Sierra - Lote 13,3.14,49,153.86
8227,1272,24,Pegamento PVC Oatey - Lote 24,21.12,43,908.16
8228,1272,8,"Codo PVC 4"" - Lote 8",1.86,47,87.42
8229,1272,47,Mezcladora Ducha Italgrif - Lote 47,66.1,96,6345.6
8230,1273,22,"Tubo PVC Agua 1/2"" - Lote 22",7.61,36,273.96
8231,1273,12,Tubo Abasto - Lote 12,4.64,84,389.76
8232,1273,50,Mezcladora Monocomando - Lote 50,111.94,58,6492.52
8233,1273,28,Hoja Sierra - Lote 28,2.67,20,53.4
8234,1273,38,"Codo PVC 4"" - Lote 38",2.05,85,174.25
8235,1273,13,Hoja Sierra - Lote 13,2.67,54,144.18
8236,1273,4,Llave Angular Cromada - Lote 4,8.28,94,778.32
8237,1274,49,Llave Angular Cromada - Lote 49,7.53,78,587.34
8238,1274,31,Llave Lavatorio Vainsa - Lote 31,30.64,100,3064.0
8239,1274,16,Llave Lavatorio Vainsa - Lote 16,28.46,55,1565.3
8240,1274,36,"Tubo PVC Desague 4"" - Lote 36",16.02,100,1602.0
8241,1274,40,Cinta Teflon - Lote 40,1.67,80,133.6
8242,1274,23,"Codo PVC 4"" - Lote 23",2.33,71,165.43
8243,1274,6,"Tubo PVC Desague 4"" - Lote 6",17.85,62,1106.7
8244,1274,25,Cinta Teflon - Lote 25,1.44,71,102.24
8245,1274,22,"Tubo PVC Agua 1/2"" - Lote 22",9.37,92,862.04
8246,1275,49,Llave Angular Cromada - Lote 49,8.31,69,573.39
8247,1275,24,Pegamento PVC Oatey - Lote 24,23.61,51,1204.11
8248,1275,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.36,27,252.72
8249,1275,27,Tubo Abasto - Lote 27,4.48,73,327.04
8250,1275,18,"Caño Jardin Bronce 1/2"" - Lote 18",9.85,80,788.0
8251,1275,24,Pegamento PVC Oatey - Lote 24,19.24,48,923.52
8252,1275,38,"Codo PVC 4"" - Lote 38",1.86,67,124.62
8253,1275,29,Martillo - Lote 29,17.12,54,924.48
8254,1275,26,Sifón Botella - Lote 26,9.66,75,724.5
8255,1275,43,Hoja Sierra - Lote 43,2.84,49,139.16
8256,1276,9,Pegamento PVC Oatey - Lote 9,21.36,93,1986.48
8257,1276,22,"Tubo PVC Agua 1/2"" - Lote 22",7.43,51,378.93
8258,1276,13,Hoja Sierra - Lote 13,2.99,69,206.31
8259,1276,38,"Codo PVC 4"" - Lote 38",1.96,39,76.44
8260,1276,22,"Tubo PVC Agua 1/2"" - Lote 22",7.23,80,578.4
8261,1276,42,Tubo Abasto - Lote 42,5.38,78,419.64
8262,1276,45,Guantes - Lote 45,5.52,73,402.96
8263,1276,48,"Caño Jardin Bronce 1/2"" - Lote 48",9.14,100,914.0
8264,1276,15,Guantes - Lote 15,4.43,61,270.23
8265,1277,36,"Tubo PVC Desague 4"" - Lote 36",16.8,62,1041.6
8266,1277,28,Hoja Sierra - Lote 28,3.17,51,161.67
8267,1277,2,Mezcladora Ducha Italgrif - Lote 2,78.84,72,5676.48
8268,1277,26,Sifón Botella - Lote 26,7.94,88,698.72
8269,1277,37,"Tubo PVC Agua 1/2"" - Lote 37",8.65,80,692.0
8270,1277,16,Llave Lavatorio Vainsa - Lote 16,27.98,98,2742.04
8271,1277,49,Llave Angular Cromada - Lote 49,7.89,89,702.21
8272,1277,5,Mezcladora Monocomando - Lote 5,93.46,73,6822.58
8273,1277,15,Guantes - Lote 15,4.13,84,346.92
8274,1278,45,Guantes - Lote 45,4.14,79,327.06
8275,1278,16,Llave Lavatorio Vainsa - Lote 16,26.97,22,593.34
8276,1278,14,Martillo - Lote 14,13.15,80,1052.0
8277,1278,4,Llave Angular Cromada - Lote 4,7.66,80,612.8
8278,1278,50,Mezcladora Monocomando - Lote 50,123.95,20,2479.0
8279,1278,18,"Caño Jardin Bronce 1/2"" - Lote 18",9.34,88,821.92
8280,1279,36,"Tubo PVC Desague 4"" - Lote 36",16.16,37,597.92
8281,1279,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.12,93,755.16
8282,1279,9,Pegamento PVC Oatey - Lote 9,24.35,35,852.25
8283,1280,38,"Codo PVC 4"" - Lote 38",2.3,58,133.4
8284,1280,29,Martillo - Lote 29,13.42,70,939.4
8285,1280,42,Tubo Abasto - Lote 42,5.34,55,293.7
8286,1280,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.47,94,984.18
8287,1280,41,Sifón Botella - Lote 41,8.67,41,355.47
8288,1280,45,Guantes - Lote 45,4.55,57,259.35
8289,1281,13,Hoja Sierra - Lote 13,2.61,96,250.56
8290,1281,9,Pegamento PVC Oatey - Lote 9,23.52,94,2210.88
8291,1281,38,"Codo PVC 4"" - Lote 38",2.38,100,238.0
8292,1281,1,Llave Lavatorio Vainsa - Lote 1,26.06,47,1224.82
8293,1281,37,"Tubo PVC Agua 1/2"" - Lote 37",8.42,53,446.26
8294,1281,43,Hoja Sierra - Lote 43,3.49,30,104.7
8295,1282,42,Tubo Abasto - Lote 42,5.12,72,368.64
8296,1282,25,Cinta Teflon - Lote 25,1.53,57,87.21
8297,1282,6,"Tubo PVC Desague 4"" - Lote 6",16.3,99,1613.7
8298,1282,44,Martillo - Lote 44,14.56,23,334.88
8299,1282,36,"Tubo PVC Desague 4"" - Lote 36",15.22,48,730.56
8300,1283,3,"Caño Jardin Bronce 1/2"" - Lote 3",10.37,33,342.21
8301,1283,7,"Tubo PVC Agua 1/2"" - Lote 7",7.98,41,327.18
8302,1283,50,Mezcladora Monocomando - Lote 50,90.99,93,8462.07
8303,1283,26,Sifón Botella - Lote 26,9.2,51,469.2
8304,1284,49,Llave Angular Cromada - Lote 49,6.47,30,194.1
8305,1284,15,Guantes - Lote 15,5.56,54,300.24
8306,1284,14,Martillo - Lote 14,17.09,80,1367.2
8307,1285,43,Hoja Sierra - Lote 43,3.46,46,159.16
8308,1285,18,"Caño Jardin Bronce 1/2"" - Lote 18",9.88,88,869.44
8309,1285,19,Llave Angular Cromada - Lote 19,7.98,25,199.5
8310,1285,35,Mezcladora Monocomando - Lote 35,93.19,53,4939.07
8311,1285,4,Llave Angular Cromada - Lote 4,8.08,29,234.32
8312,1285,32,Mezcladora Ducha Italgrif - Lote 32,65.2,96,6259.2
8313,1285,5,Mezcladora Monocomando - Lote 5,122.71,52,6380.92
8314,1285,6,"Tubo PVC Desague 4"" - Lote 6",16.24,33,535.92
8315,1285,19,Llave Angular Cromada - Lote 19,7.57,94,711.58
8316,1285,38,"Codo PVC 4"" - Lote 38",2.29,30,68.7
8317,1286,42,Tubo Abasto - Lote 42,5.43,40,217.2
8318,1286,3,"Caño Jardin Bronce 1/2"" - Lote 3",9.09,39,354.51
8319,1286,27,Tubo Abasto - Lote 27,5.48,73,400.04
8320,1286,26,Sifón Botella - Lote 26,10.5,89,934.5
8321,1286,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.13,29,293.77
8322,1286,39,Pegamento PVC Oatey - Lote 39,19.23,25,480.75
8323,1286,10,Cinta Teflon - Lote 10,1.73,35,60.55
8324,1287,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.41,62,521.42
8325,1287,17,Mezcladora Ducha Italgrif - Lote 17,83.91,39,3272.49
8326,1287,14,Martillo - Lote 14,13.49,60,809.4
8327,1287,28,Hoja Sierra - Lote 28,3.2,27,86.4
8328,1287,37,"Tubo PVC Agua 1/2"" - Lote 37",8.36,32,267.52
8329,1287,38,"Codo PVC 4"" - Lote 38",1.89,32,60.48
8330,1287,35,Mezcladora Monocomando - Lote 35,92.12,68,6264.16
8331,1288,7,"Tubo PVC Agua 1/2"" - Lote 7",9.21,31,285.51
8332,1288,8,"Codo PVC 4"" - Lote 8",2.36,46,108.56
8333,1288,46,Llave Lavatorio Vainsa - Lote 46,27.75,32,888.0
8334,1288,20,Mezcladora Monocomando - Lote 20,125.87,22,2769.14
8335,1288,20,Mezcladora Monocomando - Lote 20,114.08,79,9012.32
8336,1288,1,Llave Lavatorio Vainsa - Lote 1,31.24,40,1249.6
8337,1288,34,Llave Angular Cromada - Lote 34,7.93,91,721.63
8338,1288,6,"Tubo PVC Desague 4"" - Lote 6",14.52,57,827.64
8339,1288,9,Pegamento PVC Oatey - Lote 9,20.72,88,1823.36
8340,1288,41,Sifón Botella - Lote 41,8.45,58,490.1
8341,1289,50,Mezcladora Monocomando - Lote 50,97.67,97,9473.99
8342,1289,28,Hoja Sierra - Lote 28,3.35,80,268.0
8343,1289,24,Pegamento PVC Oatey - Lote 24,20.16,82,1653.12
8344,1289,28,Hoja Sierra - Lote 28,3.11,44,136.84
8345,1290,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.4,83,697.2
8346,1290,8,"Codo PVC 4"" - Lote 8",1.84,68,125.12
8347,1290,37,"Tubo PVC Agua 1/2"" - Lote 37",7.47,56,418.32
8348,1290,42,Tubo Abasto - Lote 42,4.19,39,163.41
8349,1291,5,Mezcladora Monocomando - Lote 5,92.97,50,4648.5
8350,1291,22,"Tubo PVC Agua 1/2"" - Lote 22",7.93,47,372.71
8351,1291,27,Tubo Abasto - Lote 27,5.06,96,485.76
8352,1292,5,Mezcladora Monocomando - Lote 5,109.72,72,7899.84
8353,1292,23,"Codo PVC 4"" - Lote 23",1.87,63,117.81
8354,1292,21,"Tubo PVC Desague 4"" - Lote 21",18.24,42,766.08
8355,1292,32,Mezcladora Ducha Italgrif - Lote 32,81.44,59,4804.96
8356,1292,1,Llave Lavatorio Vainsa - Lote 1,28.2,37,1043.4
8357,1292,19,Llave Angular Cromada - Lote 19,7.73,82,633.86
8358,1292,5,Mezcladora Monocomando - Lote 5,111.01,79,8769.79
8359,1292,39,Pegamento PVC Oatey - Lote 39,19.43,98,1904.14
8360,1292,34,Llave Angular Cromada - Lote 34,7.02,65,456.3
8361,1293,33,"Caño Jardin Bronce 1/2"" - Lote 33",10.45,92,961.4
8362,1293,39,Pegamento PVC Oatey - Lote 39,24.37,48,1169.76
8363,1293,2,Mezcladora Ducha Italgrif - Lote 2,62.54,67,4190.18
8364,1293,41,Sifón Botella - Lote 41,8.8,63,554.4
8365,1293,23,"Codo PVC 4"" - Lote 23",1.9,71,134.9
8366,1293,24,Pegamento PVC Oatey - Lote 24,19.57,84,1643.88
8367,1293,10,Cinta Teflon - Lote 10,1.47,43,63.21
8368,1294,10,Cinta Teflon - Lote 10,1.45,69,100.05
8369,1294,49,Llave Angular Cromada - Lote 49,6.97,66,460.02
8370,1294,2,Mezcladora Ducha Italgrif - Lote 2,69.19,53,3667.07
8371,1294,1,Llave Lavatorio Vainsa - Lote 1,22.7,80,1816.0
8372,1294,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.38,30,251.4
8373,1294,42,Tubo Abasto - Lote 42,4.18,55,229.9
8374,1294,15,Guantes - Lote 15,5.58,20,111.6
8375,1294,25,Cinta Teflon - Lote 25,1.57,85,133.45
8376,1294,27,Tubo Abasto - Lote 27,4.42,43,190.06
8377,1294,45,Guantes - Lote 45,4.71,85,400.35
8378,1295,1,Llave Lavatorio Vainsa - Lote 1,26.18,72,1884.96
8379,1295,39,Pegamento PVC Oatey - Lote 39,22.21,27,599.67
8380,1295,49,Llave Angular Cromada - Lote 49,7.17,32,229.44
8381,1296,1,Llave Lavatorio Vainsa - Lote 1,26.17,80,2093.6
8382,1296,13,Hoja Sierra - Lote 13,3.22,84,270.48
8383,1296,8,"Codo PVC 4"" - Lote 8",2.36,64,151.04
8384,1296,43,Hoja Sierra - Lote 43,2.64,40,105.6
8385,1296,10,Cinta Teflon - Lote 10,1.32,90,118.8
8386,1297,19,Llave Angular Cromada - Lote 19,7.29,21,153.09
8387,1297,31,Llave Lavatorio Vainsa - Lote 31,30.3,61,1848.3
8388,1297,34,Llave Angular Cromada - Lote 34,6.86,44,301.84
8389,1297,39,Pegamento PVC Oatey - Lote 39,21.67,95,2058.65
8390,1297,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.32,20,166.4
8391,1298,29,Martillo - Lote 29,16.51,97,1601.47
8392,1298,15,Guantes - Lote 15,5.42,67,363.14
8393,1298,7,"Tubo PVC Agua 1/2"" - Lote 7",9.62,34,327.08
8394,1298,23,"Codo PVC 4"" - Lote 23",2.33,23,53.59
8395,1298,50,Mezcladora Monocomando - Lote 50,96.99,60,5819.4
8396,1298,50,Mezcladora Monocomando - Lote 50,123.4,76,9378.4
8397,1298,11,Sifón Botella - Lote 11,9.28,87,807.36
8398,1299,19,Llave Angular Cromada - Lote 19,7.53,35,263.55
8399,1299,43,Hoja Sierra - Lote 43,3.46,66,228.36
8400,1299,36,"Tubo PVC Desague 4"" - Lote 36",17.35,25,433.75
8401,1299,30,Guantes - Lote 30,4.38,87,381.06
8402,1299,9,Pegamento PVC Oatey - Lote 9,17.62,89,1568.18
8403,1299,5,Mezcladora Monocomando - Lote 5,122.22,23,2811.06
8404,1299,7,"Tubo PVC Agua 1/2"" - Lote 7",7.81,99,773.19
8405,1299,46,Llave Lavatorio Vainsa - Lote 46,24.68,62,1530.16
8406,1299,5,Mezcladora Monocomando - Lote 5,101.98,98,9994.04
8407,1300,42,Tubo Abasto - Lote 42,4.46,53,236.38
8408,1300,36,"Tubo PVC Desague 4"" - Lote 36",18.48,72,1330.56
8409,1300,19,Llave Angular Cromada - Lote 19,6.31,100,631.0
8410,1300,3,"Caño Jardin Bronce 1/2"" - Lote 3",7.76,42,325.92
8411,1301,2,Mezcladora Ducha Italgrif - Lote 2,65.33,69,4507.77
8412,1301,23,"Codo PVC 4"" - Lote 23",2.44,83,202.52
8413,1301,36,"Tubo PVC Desague 4"" - Lote 36",17.77,23,408.71
8414,1301,15,Guantes - Lote 15,4.89,79,386.31
8415,1301,50,Mezcladora Monocomando - Lote 50,114.03,34,3877.02
8416,1301,7,"Tubo PVC Agua 1/2"" - Lote 7",9.31,48,446.88
8417,1302,17,Mezcladora Ducha Italgrif - Lote 17,79.73,50,3986.5
8418,1302,26,Sifón Botella - Lote 26,9.23,96,886.08
8419,1302,21,"Tubo PVC Desague 4"" - Lote 21",17.09,62,1059.58
8420,1302,23,"Codo PVC 4"" - Lote 23",2.3,83,190.9
8421,1302,38,"Codo PVC 4"" - Lote 38",1.96,93,182.28
8422,1302,50,Mezcladora Monocomando - Lote 50,109.61,22,2411.42
8423,1302,18,"Caño Jardin Bronce 1/2"" - Lote 18",9.23,43,396.89
8424,1302,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.0,20,200.0
8425,1302,39,Pegamento PVC Oatey - Lote 39,21.47,75,1610.25
8426,1302,4,Llave Angular Cromada - Lote 4,6.86,58,397.88
8427,1303,1,Llave Lavatorio Vainsa - Lote 1,23.1,68,1570.8
8428,1303,4,Llave Angular Cromada - Lote 4,6.8,69,469.2
8429,1303,30,Guantes - Lote 30,4.37,50,218.5
8430,1303,49,Llave Angular Cromada - Lote 49,6.89,54,372.06
8431,1303,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.7,30,261.0
8432,1303,10,Cinta Teflon - Lote 10,1.46,76,110.96
8433,1303,15,Guantes - Lote 15,5.06,73,369.38
8434,1303,5,Mezcladora Monocomando - Lote 5,111.16,58,6447.28
8435,1303,36,"Tubo PVC Desague 4"" - Lote 36",14.78,27,399.06
8436,1304,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.08,55,444.4
8437,1304,47,Mezcladora Ducha Italgrif - Lote 47,74.78,71,5309.38
8438,1304,11,Sifón Botella - Lote 11,10.05,98,984.9
8439,1305,20,Mezcladora Monocomando - Lote 20,117.86,78,9193.08
8440,1305,32,Mezcladora Ducha Italgrif - Lote 32,67.75,43,2913.25
8441,1305,1,Llave Lavatorio Vainsa - Lote 1,25.04,88,2203.52
8442,1305,12,Tubo Abasto - Lote 12,5.19,50,259.5
8443,1305,17,Mezcladora Ducha Italgrif - Lote 17,65.1,42,2734.2
8444,1305,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.8,20,196.0
8445,1305,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.86,30,265.8
8446,1306,8,"Codo PVC 4"" - Lote 8",1.99,62,123.38
8447,1306,26,Sifón Botella - Lote 26,7.82,96,750.72
8448,1306,35,Mezcladora Monocomando - Lote 35,101.35,63,6385.05
8449,1306,19,Llave Angular Cromada - Lote 19,8.23,94,773.62
8450,1306,25,Cinta Teflon - Lote 25,1.67,42,70.14
8451,1306,37,"Tubo PVC Agua 1/2"" - Lote 37",7.04,68,478.72
8452,1306,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.61,41,353.01
