idVenta,idCliente,Fecha_Venta,Total,tipoVenta,montoPagadoInicial,estadoPago,idMetodoPago,nombreMetodo
2322,134,2023-06-15,84.0,Contado,84.0,Pagado,3,Yape
2323,164,2023-06-15,225.0,Contado,225.0,Pagado,4,Plin
2324,193,2023-06-16,1004.0,Crédito,1004.0,Pagado,1,Efectivo
2325,71,2023-06-16,1233.0,Crédito,1233.0,Pagado,3,Yape
2326,27,2023-06-16,293.0,Contado,293.0,Pagado,2,Transferencia
2327,150,2023-06-16,216.0,Contado,216.0,Pagado,1,Efectivo
2328,194,2023-06-16,117.0,Contado,117.0,Pagado,1,Efectivo
2329,192,2023-06-16,35.0,Contado,35.0,Pagado,3,Yape
2330,150,2023-06-16,180.0,Contado,180.0,Pagado,3,Yape
2331,147,2023-06-16,318.0,Contado,318.0,Pagado,1,Efectivo
2332,147,2023-06-16,405.0,Contado,405.0,Pagado,4,Plin
2333,137,2023-06-16,28.0,Contado,28.0,Pagado,1,Efectivo
2334,73,2023-06-16,312.0,Contado,312.0,Pagado,3,Yape
2335,103,2023-06-16,135.0,Contado,135.0,Pagado,2,Transferencia
2336,53,2023-06-16,760.0,Contado,760.0,Pagado,2,Transferencia
2337,146,2023-06-16,290.0,Contado,290.0,Pagado,1,Efectivo
2338,181,2023-06-17,1080.0,Crédito,1080.0,Pagado,4,Plin
2339,193,2023-06-17,1348.0,Crédito,1348.0,Pagado,2,Transferencia
2340,97,2023-06-17,304.0,Contado,304.0,Pagado,4,Plin
2341,89,2023-06-17,98.0,Contado,98.0,Pagado,4,Plin
2342,64,2023-06-17,221.0,Contado,221.0,Pagado,3,Yape
2343,117,2023-06-17,135.0,Contado,135.0,Pagado,2,Transferencia
2344,197,2023-06-17,226.0,Contado,226.0,Pagado,2,Transferencia
2345,66,2023-06-17,1580.0,Crédito,1580.0,Pagado,2,Transferencia
2346,83,2023-06-17,1035.0,Crédito,1035.0,Pagado,2,Transferencia
2347,68,2023-06-17,24.0,Contado,24.0,Pagado,1,Efectivo
2348,49,2023-06-17,1282.5,Crédito,1282.5,Pagado,3,Yape
2349,109,2023-06-17,253.0,Contado,253.0,Pagado,4,Plin
2350,117,2023-06-17,280.0,Contado,280.0,Pagado,3,Yape
2351,152,2023-06-17,89.0,Contado,89.0,Pagado,2,Transferencia
2352,127,2023-06-18,726.0,Contado,726.0,Pagado,4,Plin
2353,158,2023-06-18,202.0,Contado,202.0,Pagado,3,Yape
2354,126,2023-06-18,75.0,Contado,75.0,Pagado,3,Yape
2355,6,2023-06-18,162.0,Contado,162.0,Pagado,3,Yape
2356,79,2023-06-18,441.0,Contado,441.0,Pagado,1,Efectivo
2357,130,2023-06-18,336.0,Contado,336.0,Pagado,3,Yape
2358,55,2023-06-18,406.0,Contado,406.0,Pagado,1,Efectivo
2359,160,2023-06-18,140.0,Contado,140.0,Pagado,2,Transferencia
2360,6,2023-06-18,22.5,Contado,22.5,Pagado,4,Plin
2361,68,2023-06-18,615.0,Contado,615.0,Pagado,3,Yape
2362,22,2023-06-18,589.0,Contado,589.0,Pagado,1,Efectivo
2363,182,2023-06-18,725.0,Contado,725.0,Pagado,4,Plin
2364,96,2023-06-18,130.0,Contado,130.0,Pagado,2,Transferencia
2365,183,2023-06-18,1862.5,Crédito,1862.5,Pagado,2,Transferencia
2366,39,2023-06-19,518.0,Contado,518.0,Pagado,2,Transferencia
2367,77,2023-06-19,265.0,Contado,265.0,Pagado,3,Yape
2368,45,2023-06-19,90.0,Contado,90.0,Pagado,2,Transferencia
2369,135,2023-06-19,150.5,Contado,150.5,Pagado,2,Transferencia
2370,115,2023-06-19,39.5,Contado,39.5,Pagado,1,Efectivo
2371,153,2023-06-19,409.0,Contado,409.0,Pagado,1,Efectivo
2372,147,2023-06-19,180.0,Contado,180.0,Pagado,4,Plin
2373,120,2023-06-19,322.0,Contado,322.0,Pagado,4,Plin
2374,145,2023-06-19,960.0,Contado,960.0,Pagado,3,Yape
2375,158,2023-06-19,191.0,Contado,191.0,Pagado,1,Efectivo
2376,28,2023-06-19,25.5,Contado,25.5,Pagado,2,Transferencia
2377,20,2023-06-19,1036.0,Crédito,1036.0,Pagado,2,Transferencia
2378,29,2023-06-19,1970.0,Crédito,1970.0,Pagado,4,Plin
2379,79,2023-06-19,15.0,Contado,15.0,Pagado,4,Plin
2380,76,2023-06-20,53.0,Contado,53.0,Pagado,2,Transferencia
2381,4,2023-06-20,295.0,Contado,295.0,Pagado,4,Plin
2382,194,2023-06-20,2.5,Contado,2.5,Pagado,4,Plin
2383,79,2023-06-20,544.0,Contado,544.0,Pagado,2,Transferencia
2384,165,2023-06-20,83.0,Contado,83.0,Pagado,1,Efectivo
2385,167,2023-06-20,1552.0,Crédito,1552.0,Pagado,4,Plin
2386,150,2023-06-20,287.5,Contado,287.5,Pagado,4,Plin
2387,138,2023-06-20,1398.5,Crédito,1398.5,Pagado,4,Plin
2388,123,2023-06-20,385.0,Contado,385.0,Pagado,4,Plin
2389,80,2023-06-20,633.0,Contado,633.0,Pagado,1,Efectivo
2390,147,2023-06-20,600.0,Contado,600.0,Pagado,3,Yape
2391,22,2023-06-20,215.0,Contado,215.0,Pagado,2,Transferencia
2392,156,2023-06-20,70.0,Contado,70.0,Pagado,4,Plin
2393,131,2023-06-20,341.0,Contado,341.0,Pagado,2,Transferencia
2394,82,2023-06-21,56.5,Contado,56.5,Pagado,3,Yape
2395,52,2023-06-21,409.0,Contado,409.0,Pagado,1,Efectivo
2396,16,2023-06-21,1080.0,Crédito,1080.0,Pagado,2,Transferencia
2397,64,2023-06-21,305.0,Contado,305.0,Pagado,1,Efectivo
2398,1,2023-06-21,466.0,Contado,466.0,Pagado,1,Efectivo
2399,149,2023-06-21,25.0,Contado,25.0,Pagado,3,Yape
2400,61,2023-06-21,104.0,Contado,104.0,Pagado,2,Transferencia
2401,190,2023-06-21,1887.0,Crédito,1887.0,Pagado,2,Transferencia
2402,123,2023-06-21,1225.0,Crédito,1225.0,Pagado,4,Plin
2403,176,2023-06-21,105.0,Contado,105.0,Pagado,3,Yape
2404,115,2023-06-21,126.0,Contado,126.0,Pagado,1,Efectivo
2405,82,2023-06-21,25.0,Contado,25.0,Pagado,4,Plin
2406,178,2023-06-21,295.0,Contado,295.0,Pagado,1,Efectivo
2407,49,2023-06-21,1232.5,Crédito,1232.5,Pagado,3,Yape
2408,72,2023-06-22,278.0,Contado,278.0,Pagado,4,Plin
2409,73,2023-06-22,205.0,Contado,205.0,Pagado,3,Yape
2410,69,2023-06-22,315.0,Contado,315.0,Pagado,1,Efectivo
2411,177,2023-06-22,304.5,Contado,304.5,Pagado,2,Transferencia
2412,37,2023-06-22,168.0,Contado,168.0,Pagado,1,Efectivo
2413,128,2023-06-22,598.0,Contado,598.0,Pagado,3,Yape
2414,106,2023-06-22,460.0,Contado,460.0,Pagado,4,Plin
2415,23,2023-06-22,271.5,Contado,271.5,Pagado,3,Yape
2416,142,2023-06-22,690.5,Contado,690.5,Pagado,4,Plin
2417,89,2023-06-22,741.0,Contado,741.0,Pagado,3,Yape
2418,15,2023-06-22,260.0,Contado,260.0,Pagado,3,Yape
2419,134,2023-06-22,270.0,Contado,270.0,Pagado,3,Yape
2420,52,2023-06-22,1136.0,Crédito,1136.0,Pagado,1,Efectivo
2421,33,2023-06-22,12.5,Contado,12.5,Pagado,4,Plin
2422,3,2023-06-23,578.0,Contado,578.0,Pagado,1,Efectivo
2423,79,2023-06-23,40.0,Contado,40.0,Pagado,4,Plin
2424,99,2023-06-23,140.0,Contado,140.0,Pagado,1,Efectivo
2425,86,2023-06-23,750.0,Contado,750.0,Pagado,4,Plin
2426,126,2023-06-23,495.0,Contado,495.0,Pagado,2,Transferencia
2427,22,2023-06-23,189.0,Contado,189.0,Pagado,2,Transferencia
2428,172,2023-06-23,445.0,Contado,445.0,Pagado,2,Transferencia
2429,108,2023-06-23,1236.5,Crédito,1236.5,Pagado,2,Transferencia
2430,140,2023-06-23,794.0,Contado,794.0,Pagado,1,Efectivo
2431,164,2023-06-23,117.0,Contado,117.0,Pagado,1,Efectivo
2432,131,2023-06-23,172.5,Contado,172.5,Pagado,3,Yape
2433,81,2023-06-23,1025.0,Crédito,1025.0,Pagado,2,Transferencia
2434,141,2023-06-23,178.5,Contado,178.5,Pagado,2,Transferencia
2435,65,2023-06-23,723.0,Contado,723.0,Pagado,4,Plin
2436,165,2023-06-24,7.0,Contado,7.0,Pagado,1,Efectivo
2437,172,2023-06-24,788.5,Contado,788.5,Pagado,2,Transferencia
2438,60,2023-06-24,443.0,Contado,443.0,Pagado,3,Yape
2439,186,2023-06-24,252.0,Contado,252.0,Pagado,4,Plin
2440,151,2023-06-24,152.5,Contado,152.5,Pagado,1,Efectivo
2441,12,2023-06-24,144.0,Contado,144.0,Pagado,3,Yape
2442,169,2023-06-24,122.5,Contado,122.5,Pagado,1,Efectivo
2443,80,2023-06-24,458.0,Contado,458.0,Pagado,2,Transferencia
2444,14,2023-06-24,15.0,Contado,15.0,Pagado,1,Efectivo
2445,179,2023-06-24,392.0,Contado,392.0,Pagado,1,Efectivo
2446,21,2023-06-24,12.0,Contado,12.0,Pagado,1,Efectivo
2447,54,2023-06-24,150.0,Contado,150.0,Pagado,1,Efectivo
2448,151,2023-06-24,1398.0,Crédito,1398.0,Pagado,3,Yape
2449,195,2023-06-24,1174.0,Crédito,1174.0,Pagado,4,Plin
2450,26,2023-06-25,1992.5,Crédito,1992.5,Pagado,1,Efectivo
2451,53,2023-06-25,1185.0,Crédito,1185.0,Pagado,3,Yape
2452,143,2023-06-25,143.0,Contado,143.0,Pagado,3,Yape
2453,120,2023-06-25,10.0,Contado,10.0,Pagado,2,Transferencia
2454,8,2023-06-25,675.0,Contado,675.0,Pagado,2,Transferencia
2455,65,2023-06-25,978.0,Contado,978.0,Pagado,2,Transferencia
2456,108,2023-06-25,203.0,Contado,203.0,Pagado,2,Transferencia
2457,129,2023-06-25,135.0,Contado,135.0,Pagado,4,Plin
2458,172,2023-06-25,214.0,Contado,214.0,Pagado,1,Efectivo
2459,101,2023-06-25,306.0,Contado,306.0,Pagado,1,Efectivo
2460,100,2023-06-25,1688.0,Crédito,1688.0,Pagado,4,Plin
2461,179,2023-06-25,192.0,Contado,192.0,Pagado,2,Transferencia
2462,77,2023-06-25,365.0,Contado,365.0,Pagado,1,Efectivo
2463,56,2023-06-25,34.5,Contado,34.5,Pagado,4,Plin
2464,41,2023-06-26,1210.0,Crédito,1210.0,Pagado,3,Yape
2465,74,2023-06-26,1420.0,Crédito,1420.0,Pagado,1,Efectivo
2466,4,2023-06-26,37.0,Contado,37.0,Pagado,2,Transferencia
2467,122,2023-06-26,158.5,Contado,158.5,Pagado,3,Yape
2468,171,2023-06-26,1031.0,Crédito,1031.0,Pagado,4,Plin
2469,128,2023-06-26,1481.0,Crédito,1481.0,Pagado,2,Transferencia
2470,64,2023-06-26,686.0,Contado,686.0,Pagado,4,Plin
2471,26,2023-06-26,200.0,Contado,200.0,Pagado,2,Transferencia
2472,130,2023-06-26,90.0,Contado,90.0,Pagado,4,Plin
2473,40,2023-06-26,421.0,Contado,421.0,Pagado,1,Efectivo
2474,40,2023-06-26,346.5,Contado,346.5,Pagado,2,Transferencia
2475,198,2023-06-26,1589.0,Crédito,1589.0,Pagado,2,Transferencia
2476,53,2023-06-26,112.0,Contado,112.0,Pagado,1,Efectivo
2477,93,2023-06-26,425.0,Contado,425.0,Pagado,2,Transferencia
2478,82,2023-06-27,572.0,Contado,572.0,Pagado,1,Efectivo
2479,78,2023-06-27,304.0,Contado,304.0,Pagado,4,Plin
2480,198,2023-06-27,216.0,Contado,216.0,Pagado,4,Plin
2481,12,2023-06-27,547.5,Contado,547.5,Pagado,3,Yape
2482,37,2023-06-27,1900.0,Crédito,1900.0,Pagado,2,Transferencia
2483,178,2023-06-27,490.0,Contado,490.0,Pagado,2,Transferencia
2484,185,2023-06-27,737.5,Contado,737.5,Pagado,3,Yape
2485,46,2023-06-27,270.0,Contado,270.0,Pagado,4,Plin
2486,200,2023-06-27,80.0,Contado,80.0,Pagado,3,Yape
2487,122,2023-06-27,106.0,Contado,106.0,Pagado,4,Plin
2488,153,2023-06-27,139.5,Contado,139.5,Pagado,2,Transferencia
2489,116,2023-06-27,200.0,Contado,200.0,Pagado,2,Transferencia
2490,128,2023-06-27,2080.0,Crédito,2080.0,Pagado,1,Efectivo
2491,62,2023-06-27,509.0,Contado,509.0,Pagado,3,Yape
2492,16,2023-06-28,34.0,Contado,34.0,Pagado,1,Efectivo
2493,195,2023-06-28,90.0,Contado,90.0,Pagado,2,Transferencia
2494,110,2023-06-28,308.5,Contado,308.5,Pagado,4,Plin
2495,30,2023-06-28,178.0,Contado,178.0,Pagado,1,Efectivo
2496,96,2023-06-28,133.0,Contado,133.0,Pagado,3,Yape
2497,150,2023-06-28,64.0,Contado,64.0,Pagado,1,Efectivo
2498,25,2023-06-28,332.0,Contado,332.0,Pagado,2,Transferencia
2499,140,2023-06-28,1440.0,Crédito,1440.0,Pagado,2,Transferencia
2500,195,2023-06-28,50.0,Contado,50.0,Pagado,2,Transferencia
2501,50,2023-06-28,233.5,Contado,233.5,Pagado,3,Yape
2502,48,2023-06-28,311.0,Contado,311.0,Pagado,2,Transferencia
2503,41,2023-06-28,151.0,Contado,151.0,Pagado,2,Transferencia
2504,194,2023-06-28,1335.0,Crédito,1335.0,Pagado,4,Plin
2505,28,2023-06-28,333.0,Contado,333.0,Pagado,1,Efectivo
2506,41,2023-06-29,533.0,Contado,533.0,Pagado,3,Yape
2507,111,2023-06-29,466.0,Contado,466.0,Pagado,4,Plin
2508,92,2023-06-29,730.0,Contado,730.0,Pagado,4,Plin
2509,6,2023-06-29,601.0,Contado,601.0,Pagado,2,Transferencia
2510,94,2023-06-29,609.0,Contado,609.0,Pagado,1,Efectivo
2511,43,2023-06-29,67.0,Contado,67.0,Pagado,3,Yape
2512,159,2023-06-29,60.0,Contado,60.0,Pagado,1,Efectivo
2513,150,2023-06-29,164.0,Contado,164.0,Pagado,3,Yape
2514,53,2023-06-29,219.0,Contado,219.0,Pagado,1,Efectivo
2515,11,2023-06-29,107.0,Contado,107.0,Pagado,1,Efectivo
2516,159,2023-06-29,90.0,Contado,90.0,Pagado,3,Yape
2517,104,2023-06-29,867.0,Contado,867.0,Pagado,3,Yape
2518,42,2023-06-29,272.0,Contado,272.0,Pagado,1,Efectivo
2519,138,2023-06-29,350.0,Contado,350.0,Pagado,3,Yape
2520,32,2023-06-30,144.0,Contado,144.0,Pagado,1,Efectivo
2521,114,2023-06-30,1370.0,Crédito,1370.0,Pagado,3,Yape
2522,15,2023-06-30,10.0,Contado,10.0,Pagado,2,Transferencia
2523,103,2023-06-30,1515.0,Crédito,1515.0,Pagado,4,Plin
2524,72,2023-06-30,187.5,Contado,187.5,Pagado,4,Plin
2525,165,2023-06-30,32.0,Contado,32.0,Pagado,2,Transferencia
2526,88,2023-06-30,1117.0,Crédito,1117.0,Pagado,4,Plin
2527,60,2023-06-30,399.5,Contado,399.5,Pagado,2,Transferencia
2528,65,2023-06-30,955.0,Contado,955.0,Pagado,3,Yape
2529,7,2023-06-30,80.0,Contado,80.0,Pagado,3,Yape
2530,169,2023-06-30,1405.0,Crédito,1405.0,Pagado,3,Yape
2531,85,2023-06-30,415.0,Contado,415.0,Pagado,1,Efectivo
2532,149,2023-06-30,180.0,Contado,180.0,Pagado,1,Efectivo
2533,133,2023-06-30,1629.0,Crédito,1629.0,Pagado,4,Plin
2534,178,2023-07-01,367.0,Contado,367.0,Pagado,4,Plin
2535,161,2023-07-01,448.0,Contado,448.0,Pagado,4,Plin
2536,198,2023-07-01,1117.0,Crédito,1117.0,Pagado,3,Yape
2537,151,2023-07-01,611.0,Contado,611.0,Pagado,4,Plin
2538,111,2023-07-01,558.0,Contado,558.0,Pagado,3,Yape
2539,190,2023-07-01,754.0,Contado,754.0,Pagado,4,Plin
2540,102,2023-07-01,570.5,Contado,570.5,Pagado,4,Plin
2541,21,2023-07-01,117.0,Contado,117.0,Pagado,3,Yape
2542,91,2023-07-01,244.0,Contado,244.0,Pagado,4,Plin
2543,47,2023-07-01,84.0,Contado,84.0,Pagado,3,Yape
2544,63,2023-07-01,300.0,Contado,300.0,Pagado,1,Efectivo
2545,4,2023-07-01,770.0,Contado,770.0,Pagado,1,Efectivo
2546,68,2023-07-01,219.0,Contado,219.0,Pagado,1,Efectivo
2547,123,2023-07-01,722.5,Contado,722.5,Pagado,1,Efectivo
2548,189,2023-07-02,32.0,Contado,32.0,Pagado,3,Yape
2549,95,2023-07-02,49.0,Contado,49.0,Pagado,3,Yape
2550,77,2023-07-02,243.5,Contado,243.5,Pagado,2,Transferencia
2551,6,2023-07-02,332.5,Contado,332.5,Pagado,1,Efectivo
2552,122,2023-07-02,565.0,Contado,565.0,Pagado,1,Efectivo
2553,4,2023-07-02,330.0,Contado,330.0,Pagado,3,Yape
2554,58,2023-07-02,100.0,Contado,100.0,Pagado,2,Transferencia
2555,30,2023-07-02,25.0,Contado,25.0,Pagado,4,Plin
2556,73,2023-07-02,40.0,Contado,40.0,Pagado,3,Yape
2557,52,2023-07-02,15.0,Contado,15.0,Pagado,4,Plin
2558,74,2023-07-02,100.0,Contado,100.0,Pagado,2,Transferencia
2559,46,2023-07-02,252.0,Contado,252.0,Pagado,2,Transferencia
2560,178,2023-07-02,555.0,Contado,555.0,Pagado,1,Efectivo
2561,72,2023-07-02,1678.0,Crédito,1678.0,Pagado,1,Efectivo
2562,23,2023-07-03,1407.0,Crédito,1407.0,Pagado,1,Efectivo
2563,44,2023-07-03,220.0,Contado,220.0,Pagado,1,Efectivo
2564,197,2023-07-03,225.0,Contado,225.0,Pagado,2,Transferencia
2565,147,2023-07-03,384.0,Contado,384.0,Pagado,4,Plin
2566,198,2023-07-03,204.5,Contado,204.5,Pagado,3,Yape
2567,51,2023-07-03,814.0,Contado,814.0,Pagado,4,Plin
2568,124,2023-07-03,125.0,Contado,125.0,Pagado,1,Efectivo
2569,9,2023-07-03,1075.0,Crédito,1075.0,Pagado,2,Transferencia
2570,166,2023-07-03,465.0,Contado,465.0,Pagado,4,Plin
2571,55,2023-07-03,1288.0,Crédito,1288.0,Pagado,4,Plin
2572,107,2023-07-03,341.0,Contado,341.0,Pagado,2,Transferencia
2573,142,2023-07-03,60.0,Contado,60.0,Pagado,1,Efectivo
2574,133,2023-07-03,324.0,Contado,324.0,Pagado,2,Transferencia
2575,122,2023-07-03,421.0,Contado,421.0,Pagado,4,Plin
2576,86,2023-07-04,360.0,Contado,360.0,Pagado,2,Transferencia
2577,6,2023-07-04,209.0,Contado,209.0,Pagado,1,Efectivo
2578,59,2023-07-04,220.0,Contado,220.0,Pagado,3,Yape
2579,55,2023-07-04,40.0,Contado,40.0,Pagado,2,Transferencia
2580,171,2023-07-04,850.0,Contado,850.0,Pagado,3,Yape
2581,47,2023-07-04,85.0,Contado,85.0,Pagado,4,Plin
2582,199,2023-07-04,120.0,Contado,120.0,Pagado,2,Transferencia
2583,131,2023-07-04,542.0,Contado,542.0,Pagado,2,Transferencia
2584,193,2023-07-04,181.0,Contado,181.0,Pagado,3,Yape
2585,179,2023-07-04,1797.0,Crédito,1797.0,Pagado,1,Efectivo
2586,172,2023-07-04,454.0,Contado,454.0,Pagado,1,Efectivo
2587,68,2023-07-04,957.5,Contado,957.5,Pagado,3,Yape
2588,16,2023-07-04,15.0,Contado,15.0,Pagado,1,Efectivo
2589,122,2023-07-04,422.0,Contado,422.0,Pagado,1,Efectivo
2590,173,2023-07-05,306.5,Contado,306.5,Pagado,3,Yape
2591,119,2023-07-05,15.0,Contado,15.0,Pagado,2,Transferencia
2592,79,2023-07-05,890.0,Contado,890.0,Pagado,3,Yape
2593,23,2023-07-05,140.0,Contado,140.0,Pagado,1,Efectivo
2594,29,2023-07-05,1218.0,Crédito,1218.0,Pagado,2,Transferencia
2595,154,2023-07-05,1935.0,Crédito,1935.0,Pagado,2,Transferencia
2596,49,2023-07-05,60.0,Contado,60.0,Pagado,3,Yape
2597,70,2023-07-05,170.0,Contado,170.0,Pagado,3,Yape
2598,14,2023-07-05,225.0,Contado,225.0,Pagado,1,Efectivo
2599,107,2023-07-05,54.0,Contado,54.0,Pagado,1,Efectivo
2600,88,2023-07-05,540.5,Contado,540.5,Pagado,1,Efectivo
2601,85,2023-07-05,40.0,Contado,40.0,Pagado,1,Efectivo
2602,30,2023-07-05,1157.5,Crédito,1157.5,Pagado,1,Efectivo
2603,53,2023-07-05,126.0,Contado,126.0,Pagado,1,Efectivo
2604,133,2023-07-06,45.0,Contado,45.0,Pagado,2,Transferencia
2605,39,2023-07-06,652.0,Contado,652.0,Pagado,1,Efectivo
2606,118,2023-07-06,277.0,Contado,277.0,Pagado,4,Plin
2607,145,2023-07-06,920.0,Contado,920.0,Pagado,1,Efectivo
2608,20,2023-07-06,1298.5,Crédito,1298.5,Pagado,2,Transferencia
2609,29,2023-07-06,50.0,Contado,50.0,Pagado,1,Efectivo
2610,143,2023-07-06,84.0,Contado,84.0,Pagado,1,Efectivo
2611,62,2023-07-06,184.0,Contado,184.0,Pagado,3,Yape
2612,84,2023-07-06,309.0,Contado,309.0,Pagado,3,Yape
2613,3,2023-07-06,157.5,Contado,157.5,Pagado,3,Yape
2614,105,2023-07-06,1531.0,Crédito,1531.0,Pagado,4,Plin
2615,146,2023-07-06,300.0,Contado,300.0,Pagado,4,Plin
2616,63,2023-07-06,336.0,Contado,336.0,Pagado,2,Transferencia
2617,66,2023-07-06,626.5,Contado,626.5,Pagado,3,Yape
2618,103,2023-07-07,481.0,Contado,481.0,Pagado,2,Transferencia
2619,128,2023-07-07,252.0,Contado,252.0,Pagado,2,Transferencia
2620,39,2023-07-07,148.0,Contado,148.0,Pagado,2,Transferencia
2621,104,2023-07-07,1166.0,Crédito,1166.0,Pagado,4,Plin
2622,149,2023-07-07,106.5,Contado,106.5,Pagado,4,Plin
2623,48,2023-07-07,945.0,Contado,945.0,Pagado,2,Transferencia
2624,102,2023-07-07,150.0,Contado,150.0,Pagado,2,Transferencia
2625,46,2023-07-07,1445.0,Crédito,1445.0,Pagado,3,Yape
2626,151,2023-07-07,1489.0,Crédito,1489.0,Pagado,2,Transferencia
2627,182,2023-07-07,577.5,Contado,577.5,Pagado,1,Efectivo
2628,64,2023-07-07,642.0,Contado,642.0,Pagado,3,Yape
2629,25,2023-07-07,302.0,Contado,302.0,Pagado,1,Efectivo
2630,40,2023-07-07,125.0,Contado,125.0,Pagado,1,Efectivo
2631,75,2023-07-07,351.0,Contado,351.0,Pagado,4,Plin
2632,190,2023-07-08,1275.0,Crédito,1275.0,Pagado,1,Efectivo
2633,56,2023-07-08,292.5,Contado,292.5,Pagado,4,Plin
2634,39,2023-07-08,1310.5,Crédito,1310.5,Pagado,4,Plin
2635,41,2023-07-08,185.0,Contado,185.0,Pagado,3,Yape
2636,15,2023-07-08,2212.0,Crédito,2212.0,Pagado,1,Efectivo
2637,160,2023-07-08,137.0,Contado,137.0,Pagado,1,Efectivo
2638,167,2023-07-08,304.0,Contado,304.0,Pagado,4,Plin
2639,63,2023-07-08,280.0,Contado,280.0,Pagado,2,Transferencia
2640,105,2023-07-08,196.0,Contado,196.0,Pagado,4,Plin
2641,123,2023-07-08,295.0,Contado,295.0,Pagado,3,Yape
2642,79,2023-07-08,894.0,Contado,894.0,Pagado,2,Transferencia
2643,170,2023-07-08,1169.0,Crédito,1169.0,Pagado,1,Efectivo
2644,128,2023-07-08,198.0,Contado,198.0,Pagado,3,Yape
2645,12,2023-07-08,1470.0,Crédito,1470.0,Pagado,1,Efectivo
2646,152,2023-07-09,244.0,Contado,244.0,Pagado,2,Transferencia
2647,11,2023-07-09,310.0,Contado,310.0,Pagado,4,Plin
2648,115,2023-07-09,1115.0,Crédito,1115.0,Pagado,1,Efectivo
2649,114,2023-07-09,443.0,Contado,443.0,Pagado,1,Efectivo
2650,200,2023-07-09,2270.0,Crédito,2270.0,Pagado,3,Yape
2651,169,2023-07-09,95.0,Contado,95.0,Pagado,4,Plin
2652,91,2023-07-09,2110.0,Crédito,2110.0,Pagado,1,Efectivo
2653,89,2023-07-09,341.0,Contado,341.0,Pagado,4,Plin
2654,70,2023-07-09,200.0,Contado,200.0,Pagado,2,Transferencia
2655,1,2023-07-09,35.0,Contado,35.0,Pagado,3,Yape
2656,4,2023-07-09,103.5,Contado,103.5,Pagado,3,Yape
2657,155,2023-07-09,999.5,Contado,999.5,Pagado,1,Efectivo
2658,62,2023-07-09,383.0,Contado,383.0,Pagado,1,Efectivo
2659,39,2023-07-09,525.0,Contado,525.0,Pagado,3,Yape
2660,53,2023-07-10,245.0,Contado,245.0,Pagado,1,Efectivo
2661,49,2023-07-10,450.0,Contado,450.0,Pagado,2,Transferencia
2662,11,2023-07-10,963.0,Contado,963.0,Pagado,3,Yape
2663,21,2023-07-10,15.0,Contado,15.0,Pagado,2,Transferencia
2664,97,2023-07-10,84.0,Contado,84.0,Pagado,4,Plin
2665,142,2023-07-10,70.0,Contado,70.0,Pagado,3,Yape
2666,169,2023-07-10,35.0,Contado,35.0,Pagado,2,Transferencia
2667,9,2023-07-10,95.5,Contado,95.5,Pagado,2,Transferencia
2668,174,2023-07-10,40.0,Contado,40.0,Pagado,4,Plin
2669,94,2023-07-10,407.5,Contado,407.5,Pagado,3,Yape
2670,21,2023-07-10,1523.0,Crédito,1523.0,Pagado,4,Plin
2671,187,2023-07-10,80.0,Contado,80.0,Pagado,2,Transferencia
2672,105,2023-07-10,99.0,Contado,99.0,Pagado,2,Transferencia
2673,1,2023-07-10,1873.0,Crédito,1873.0,Pagado,4,Plin
2674,5,2023-07-11,136.0,Contado,136.0,Pagado,1,Efectivo
2675,56,2023-07-11,366.0,Contado,366.0,Pagado,2,Transferencia
2676,102,2023-07-11,20.0,Contado,20.0,Pagado,3,Yape
2677,188,2023-07-11,1184.5,Crédito,1184.5,Pagado,1,Efectivo
2678,56,2023-07-11,403.5,Contado,403.5,Pagado,3,Yape
2679,6,2023-07-11,506.0,Contado,506.0,Pagado,4,Plin
2680,60,2023-07-11,24.0,Contado,24.0,Pagado,2,Transferencia
2681,11,2023-07-11,1080.0,Crédito,1080.0,Pagado,2,Transferencia
2682,12,2023-07-11,690.0,Contado,690.0,Pagado,4,Plin
2683,66,2023-07-11,1895.0,Crédito,1895.0,Pagado,4,Plin
2684,178,2023-07-11,119.5,Contado,119.5,Pagado,1,Efectivo
2685,162,2023-07-11,584.5,Contado,584.5,Pagado,4,Plin
2686,102,2023-07-11,1298.0,Crédito,1298.0,Pagado,2,Transferencia
2687,14,2023-07-11,415.5,Contado,415.5,Pagado,1,Efectivo
2688,108,2023-07-12,413.0,Contado,413.0,Pagado,2,Transferencia
2689,3,2023-07-12,187.0,Contado,187.0,Pagado,3,Yape
2690,51,2023-07-12,1404.0,Crédito,1404.0,Pagado,4,Plin
2691,51,2023-07-12,1440.0,Crédito,1440.0,Pagado,3,Yape
2692,174,2023-07-12,64.0,Contado,64.0,Pagado,1,Efectivo
2693,81,2023-07-12,340.0,Contado,340.0,Pagado,3,Yape
2694,66,2023-07-12,920.0,Contado,920.0,Pagado,2,Transferencia
2695,146,2023-07-12,404.0,Contado,404.0,Pagado,4,Plin
2696,178,2023-07-12,216.0,Contado,216.0,Pagado,2,Transferencia
2697,112,2023-07-12,272.0,Contado,272.0,Pagado,2,Transferencia
2698,32,2023-07-12,2501.0,Crédito,2501.0,Pagado,1,Efectivo
2699,96,2023-07-12,170.5,Contado,170.5,Pagado,3,Yape
2700,2,2023-07-12,24.0,Contado,24.0,Pagado,3,Yape
2701,7,2023-07-12,1049.0,Crédito,1049.0,Pagado,3,Yape
