idDetalleVenta,idVenta,idProduc,nomProduc,precioProduc,CantidadProduc,Subtotal
2984,979,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,1,28.0
2985,980,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,8,960.0
2986,980,18,Llave Angular Cromada (Modelo 18),12.0,1,12.0
2987,980,11,Sifón Botella Lavatorio PVC,15.0,6,90.0
2988,980,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,9,126.0
2989,981,25,Cinta Teflon Grande (Modelo 25),2.5,9,22.5
2990,981,5,Mezcladora Monocomando Cocina,180.0,3,540.0
2991,981,42,Cinta Teflon Grande (Modelo 42),2.5,3,7.5
2992,981,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,10,350.0
2993,981,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,8,120.0
2994,982,26,Hoja de Sierra Sandflex (Modelo 26),5.0,2,10.0
2995,982,42,Cinta Teflon Grande (Modelo 42),2.5,8,20.0
2996,982,25,Cinta Teflon Grande (Modelo 25),2.5,8,20.0
2997,983,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,9,31.5
2998,983,17,Llave Lavatorio Vainsa (Modelo 17),45.0,3,135.0
2999,983,45,Llave Lavatorio Vainsa (Modelo 45),45.0,6,270.0
3000,983,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,10,350.0
3001,983,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,10,350.0
3002,984,2,Mezcladora Ducha Italgrif,120.0,3,360.0
3003,985,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,8,960.0
3004,986,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,4,14.0
3005,986,7,"Tubo PVC Agua 1/2"" (5m)",14.0,3,42.0
3006,987,5,Mezcladora Monocomando Cocina,180.0,1,180.0
3007,987,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,5,600.0
3008,987,8,"Codo PVC 4"" Desague 90°",3.5,1,3.5
3009,987,48,Martillo de Uña (Modelo 48),25.0,2,50.0
3010,988,39,Guantes de Seguridad (Modelo 39),8.0,1,8.0
3011,988,12,Tubo de Abasto Aluminio,8.0,6,48.0
3012,988,7,"Tubo PVC Agua 1/2"" (5m)",14.0,8,112.0
3013,989,36,Hoja de Sierra Sandflex (Modelo 36),5.0,4,20.0
3014,989,13,Hoja de Sierra Sandflex,5.0,5,25.0
3015,989,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,8,960.0
3016,989,44,Tubo de Abasto Aluminio (Modelo 44),8.0,5,40.0
3017,989,15,Guantes de Seguridad,8.0,4,32.0
3018,990,13,Hoja de Sierra Sandflex,5.0,2,10.0
3019,990,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,1,35.0
3020,990,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,2,360.0
3021,990,14,Martillo de Uña,25.0,1,25.0
3022,990,9,Pegamento PVC Oatey Azul,35.0,1,35.0
3023,991,37,Tubo de Abasto Aluminio (Modelo 37),8.0,9,72.0
3024,991,5,Mezcladora Monocomando Cocina,180.0,6,1080.0
3025,991,12,Tubo de Abasto Aluminio,8.0,9,72.0
3026,991,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,4,480.0
3027,992,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,6,84.0
3028,992,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,10,350.0
3029,992,36,Hoja de Sierra Sandflex (Modelo 36),5.0,3,15.0
3030,992,5,Mezcladora Monocomando Cocina,180.0,8,1440.0
3031,993,5,Mezcladora Monocomando Cocina,180.0,10,1800.0
3032,993,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,3,84.0
3033,993,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,5,140.0
3034,993,7,"Tubo PVC Agua 1/2"" (5m)",14.0,2,28.0
3035,994,39,Guantes de Seguridad (Modelo 39),8.0,9,72.0
3036,995,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,5,175.0
3037,995,25,Cinta Teflon Grande (Modelo 25),2.5,6,15.0
3038,996,5,Mezcladora Monocomando Cocina,180.0,9,1620.0
3039,996,37,Tubo de Abasto Aluminio (Modelo 37),8.0,4,32.0
3040,996,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,10,280.0
3041,997,4,Llave Angular Cromada,12.0,9,108.0
3042,997,45,Llave Lavatorio Vainsa (Modelo 45),45.0,2,90.0
3043,997,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,8,280.0
3044,997,17,Llave Lavatorio Vainsa (Modelo 17),45.0,1,45.0
3045,997,3,"Caño Jardin Bronce 1/2""",15.0,6,90.0
3046,998,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,1,15.0
3047,998,9,Pegamento PVC Oatey Azul,35.0,4,140.0
3048,999,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,8,112.0
3049,1000,45,Llave Lavatorio Vainsa (Modelo 45),45.0,1,45.0
3050,1000,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,2,70.0
3051,1000,27,Hoja de Sierra Sandflex (Modelo 27),5.0,10,50.0
3052,1000,48,Martillo de Uña (Modelo 48),25.0,10,250.0
3053,1000,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,9,252.0
3054,1001,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,1,120.0
3055,1001,7,"Tubo PVC Agua 1/2"" (5m)",14.0,1,14.0
3056,1001,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,9,1080.0
3057,1002,28,Tubo de Abasto Aluminio (Modelo 28),8.0,8,64.0
3058,1002,20,Llave Lavatorio Vainsa (Modelo 20),45.0,4,180.0
3059,1002,2,Mezcladora Ducha Italgrif,120.0,1,120.0
3060,1003,35,Cinta Teflon Grande (Modelo 35),2.5,10,25.0
3061,1003,25,Cinta Teflon Grande (Modelo 25),2.5,1,2.5
3062,1004,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,7,24.5
3063,1004,45,Llave Lavatorio Vainsa (Modelo 45),45.0,3,135.0
3064,1004,28,Tubo de Abasto Aluminio (Modelo 28),8.0,7,56.0
3065,1004,36,Hoja de Sierra Sandflex (Modelo 36),5.0,3,15.0
3066,1005,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,6,720.0
3067,1006,28,Tubo de Abasto Aluminio (Modelo 28),8.0,1,8.0
3068,1006,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,4,56.0
3069,1006,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,10,280.0
3070,1007,48,Martillo de Uña (Modelo 48),25.0,9,225.0
3071,1007,37,Tubo de Abasto Aluminio (Modelo 37),8.0,1,8.0
3072,1007,1,Llave Lavatorio Vainsa,45.0,4,180.0
3073,1007,4,Llave Angular Cromada,12.0,2,24.0
3074,1008,12,Tubo de Abasto Aluminio,8.0,5,40.0
3075,1008,3,"Caño Jardin Bronce 1/2""",15.0,6,90.0
3076,1008,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,10,350.0
3077,1008,42,Cinta Teflon Grande (Modelo 42),2.5,4,10.0
3078,1009,26,Hoja de Sierra Sandflex (Modelo 26),5.0,8,40.0
3079,1009,43,Cinta Teflon Grande (Modelo 43),2.5,2,5.0
3080,1009,43,Cinta Teflon Grande (Modelo 43),2.5,2,5.0
3081,1009,5,Mezcladora Monocomando Cocina,180.0,5,900.0
3082,1009,35,Cinta Teflon Grande (Modelo 35),2.5,4,10.0
3083,1010,15,Guantes de Seguridad,8.0,8,64.0
3084,1010,46,Llave Angular Cromada (Modelo 46),12.0,5,60.0
3085,1010,24,Llave Angular Cromada (Modelo 24),12.0,9,108.0
3086,1011,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,5,140.0
3087,1011,21,Llave Angular Cromada (Modelo 21),12.0,9,108.0
3088,1012,27,Hoja de Sierra Sandflex (Modelo 27),5.0,10,50.0
3089,1012,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,5,600.0
3090,1012,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,4,112.0
3091,1013,20,Llave Lavatorio Vainsa (Modelo 20),45.0,9,405.0
3092,1013,14,Martillo de Uña,25.0,2,50.0
3093,1014,3,"Caño Jardin Bronce 1/2""",15.0,4,60.0
3094,1014,45,Llave Lavatorio Vainsa (Modelo 45),45.0,8,360.0
3095,1015,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,1,120.0
3096,1016,25,Cinta Teflon Grande (Modelo 25),2.5,5,12.5
3097,1016,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,1,28.0
3098,1016,18,Llave Angular Cromada (Modelo 18),12.0,10,120.0
3099,1016,25,Cinta Teflon Grande (Modelo 25),2.5,8,20.0
3100,1016,2,Mezcladora Ducha Italgrif,120.0,7,840.0
3101,1017,15,Guantes de Seguridad,8.0,4,32.0
3102,1018,35,Cinta Teflon Grande (Modelo 35),2.5,1,2.5
3103,1018,43,Cinta Teflon Grande (Modelo 43),2.5,5,12.5
3104,1018,3,"Caño Jardin Bronce 1/2""",15.0,9,135.0
3105,1018,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,6,84.0
3106,1019,17,Llave Lavatorio Vainsa (Modelo 17),45.0,10,450.0
3107,1019,14,Martillo de Uña,25.0,1,25.0
3108,1019,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,10,150.0
3109,1020,7,"Tubo PVC Agua 1/2"" (5m)",14.0,9,126.0
3110,1021,35,Cinta Teflon Grande (Modelo 35),2.5,8,20.0
3111,1021,28,Tubo de Abasto Aluminio (Modelo 28),8.0,10,80.0
3112,1021,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,10,1200.0
3113,1022,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,4,60.0
3114,1022,9,Pegamento PVC Oatey Azul,35.0,1,35.0
3115,1022,18,Llave Angular Cromada (Modelo 18),12.0,5,60.0
3116,1022,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,4,112.0
3117,1023,26,Hoja de Sierra Sandflex (Modelo 26),5.0,1,5.0
3118,1023,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,5,600.0
3119,1023,24,Llave Angular Cromada (Modelo 24),12.0,5,60.0
3120,1023,43,Cinta Teflon Grande (Modelo 43),2.5,5,12.5
3121,1023,42,Cinta Teflon Grande (Modelo 42),2.5,10,25.0
3122,1024,37,Tubo de Abasto Aluminio (Modelo 37),8.0,6,48.0
3123,1024,17,Llave Lavatorio Vainsa (Modelo 17),45.0,3,135.0
3124,1024,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,8,224.0
3125,1025,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,1,15.0
3126,1026,14,Martillo de Uña,25.0,7,175.0
3127,1026,4,Llave Angular Cromada,12.0,10,120.0
3128,1026,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,5,140.0
3129,1026,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,9,1080.0
3130,1026,21,Llave Angular Cromada (Modelo 21),12.0,2,24.0
3131,1027,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,5,17.5
3132,1027,17,Llave Lavatorio Vainsa (Modelo 17),45.0,8,360.0
3133,1027,9,Pegamento PVC Oatey Azul,35.0,4,140.0
3134,1028,42,Cinta Teflon Grande (Modelo 42),2.5,1,2.5
3135,1028,15,Guantes de Seguridad,8.0,2,16.0
3136,1028,42,Cinta Teflon Grande (Modelo 42),2.5,1,2.5
3137,1028,12,Tubo de Abasto Aluminio,8.0,9,72.0
3138,1028,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,10,280.0
3139,1029,46,Llave Angular Cromada (Modelo 46),12.0,4,48.0
3140,1029,4,Llave Angular Cromada,12.0,5,60.0
3141,1029,17,Llave Lavatorio Vainsa (Modelo 17),45.0,1,45.0
3142,1029,44,Tubo de Abasto Aluminio (Modelo 44),8.0,6,48.0
3143,1029,35,Cinta Teflon Grande (Modelo 35),2.5,1,2.5
3144,1030,5,Mezcladora Monocomando Cocina,180.0,9,1620.0
3145,1031,5,Mezcladora Monocomando Cocina,180.0,4,720.0
3146,1031,14,Martillo de Uña,25.0,6,150.0
3147,1031,37,Tubo de Abasto Aluminio (Modelo 37),8.0,6,48.0
3148,1031,44,Tubo de Abasto Aluminio (Modelo 44),8.0,7,56.0
3149,1031,5,Mezcladora Monocomando Cocina,180.0,7,1260.0
3150,1032,21,Llave Angular Cromada (Modelo 21),12.0,10,120.0
3151,1033,42,Cinta Teflon Grande (Modelo 42),2.5,6,15.0
3152,1033,31,Hoja de Sierra Sandflex (Modelo 31),5.0,5,25.0
3153,1033,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,1,120.0
3154,1033,11,Sifón Botella Lavatorio PVC,15.0,6,90.0
3155,1034,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,1,35.0
3156,1034,7,"Tubo PVC Agua 1/2"" (5m)",14.0,10,140.0
3157,1035,46,Llave Angular Cromada (Modelo 46),12.0,9,108.0
3158,1035,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,6,210.0
3159,1035,14,Martillo de Uña,25.0,7,175.0
3160,1035,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,1,35.0
3161,1035,43,Cinta Teflon Grande (Modelo 43),2.5,3,7.5
3162,1036,5,Mezcladora Monocomando Cocina,180.0,4,720.0
3163,1037,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,1,28.0
3164,1038,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,8,224.0
3165,1038,21,Llave Angular Cromada (Modelo 21),12.0,5,60.0
3166,1038,13,Hoja de Sierra Sandflex,5.0,10,50.0
3167,1038,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,4,140.0
3168,1038,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,4,60.0
3169,1039,21,Llave Angular Cromada (Modelo 21),12.0,2,24.0
3170,1039,45,Llave Lavatorio Vainsa (Modelo 45),45.0,4,180.0
3171,1039,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,7,196.0
3172,1039,24,Llave Angular Cromada (Modelo 24),12.0,2,24.0
3173,1040,5,Mezcladora Monocomando Cocina,180.0,6,1080.0
3174,1040,42,Cinta Teflon Grande (Modelo 42),2.5,8,20.0
3175,1040,39,Guantes de Seguridad (Modelo 39),8.0,4,32.0
3176,1040,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,7,196.0
3177,1040,15,Guantes de Seguridad,8.0,10,80.0
3178,1041,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,7,24.5
3179,1041,44,Tubo de Abasto Aluminio (Modelo 44),8.0,10,80.0
3180,1042,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,6,210.0
3181,1042,21,Llave Angular Cromada (Modelo 21),12.0,2,24.0
3182,1042,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,7,196.0
3183,1043,37,Tubo de Abasto Aluminio (Modelo 37),8.0,8,64.0
3184,1043,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,4,720.0
3185,1044,11,Sifón Botella Lavatorio PVC,15.0,2,30.0
3186,1045,46,Llave Angular Cromada (Modelo 46),12.0,8,96.0
3187,1045,48,Martillo de Uña (Modelo 48),25.0,2,50.0
3188,1045,9,Pegamento PVC Oatey Azul,35.0,1,35.0
3189,1045,28,Tubo de Abasto Aluminio (Modelo 28),8.0,1,8.0
3190,1045,45,Llave Lavatorio Vainsa (Modelo 45),45.0,3,135.0
3191,1046,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,7,196.0
3192,1046,28,Tubo de Abasto Aluminio (Modelo 28),8.0,6,48.0
3193,1046,9,Pegamento PVC Oatey Azul,35.0,7,245.0
3194,1046,45,Llave Lavatorio Vainsa (Modelo 45),45.0,9,405.0
3195,1046,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,5,70.0
3196,1047,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,10,350.0
3197,1047,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,2,240.0
3198,1047,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,1,120.0
3199,1048,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,7,196.0
3200,1048,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,8,1440.0
3201,1048,48,Martillo de Uña (Modelo 48),25.0,7,175.0
3202,1049,45,Llave Lavatorio Vainsa (Modelo 45),45.0,3,135.0
3203,1049,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,3,360.0
3204,1049,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,10,1200.0
3205,1049,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,2,28.0
3206,1050,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,6,210.0
3207,1050,44,Tubo de Abasto Aluminio (Modelo 44),8.0,8,64.0
3208,1050,25,Cinta Teflon Grande (Modelo 25),2.5,6,15.0
3209,1050,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,3,84.0
3210,1050,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,10,140.0
3211,1051,15,Guantes de Seguridad,8.0,5,40.0
3212,1052,37,Tubo de Abasto Aluminio (Modelo 37),8.0,9,72.0
3213,1053,25,Cinta Teflon Grande (Modelo 25),2.5,6,15.0
3214,1053,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,3,42.0
3215,1053,10,Cinta Teflon Grande,2.5,1,2.5
3216,1054,18,Llave Angular Cromada (Modelo 18),12.0,10,120.0
3217,1054,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,6,720.0
3218,1054,7,"Tubo PVC Agua 1/2"" (5m)",14.0,6,84.0
3219,1054,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,3,105.0
3220,1054,8,"Codo PVC 4"" Desague 90°",3.5,5,17.5
3221,1055,15,Guantes de Seguridad,8.0,3,24.0
3222,1055,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,5,175.0
3223,1055,39,Guantes de Seguridad (Modelo 39),8.0,2,16.0
3224,1055,15,Guantes de Seguridad,8.0,5,40.0
3225,1056,36,Hoja de Sierra Sandflex (Modelo 36),5.0,9,45.0
3226,1056,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,3,42.0
3227,1057,35,Cinta Teflon Grande (Modelo 35),2.5,9,22.5
3228,1058,2,Mezcladora Ducha Italgrif,120.0,6,720.0
3229,1058,14,Martillo de Uña,25.0,5,125.0
3230,1058,37,Tubo de Abasto Aluminio (Modelo 37),8.0,7,56.0
3231,1058,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,8,960.0
3232,1059,8,"Codo PVC 4"" Desague 90°",3.5,2,7.0
3233,1059,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,7,196.0
3234,1059,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,5,600.0
3235,1060,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,2,240.0
3236,1060,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,2,70.0
3237,1060,48,Martillo de Uña (Modelo 48),25.0,4,100.0
3238,1061,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,6,84.0
3239,1061,18,Llave Angular Cromada (Modelo 18),12.0,8,96.0
3240,1062,3,"Caño Jardin Bronce 1/2""",15.0,7,105.0
3241,1062,7,"Tubo PVC Agua 1/2"" (5m)",14.0,9,126.0
3242,1062,21,Llave Angular Cromada (Modelo 21),12.0,4,48.0
3243,1063,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,3,42.0
3244,1064,17,Llave Lavatorio Vainsa (Modelo 17),45.0,8,360.0
3245,1064,10,Cinta Teflon Grande,2.5,8,20.0
3246,1065,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,3,105.0
3247,1065,13,Hoja de Sierra Sandflex,5.0,2,10.0
3248,1065,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,4,112.0
3249,1065,1,Llave Lavatorio Vainsa,45.0,7,315.0
3250,1066,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,4,480.0
3251,1066,46,Llave Angular Cromada (Modelo 46),12.0,3,36.0
3252,1066,3,"Caño Jardin Bronce 1/2""",15.0,7,105.0
3253,1066,45,Llave Lavatorio Vainsa (Modelo 45),45.0,5,225.0
3254,1066,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,7,840.0
3255,1067,31,Hoja de Sierra Sandflex (Modelo 31),5.0,9,45.0
3256,1067,43,Cinta Teflon Grande (Modelo 43),2.5,3,7.5
3257,1067,20,Llave Lavatorio Vainsa (Modelo 20),45.0,4,180.0
3258,1068,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,7,840.0
3259,1068,39,Guantes de Seguridad (Modelo 39),8.0,6,48.0
3260,1068,35,Cinta Teflon Grande (Modelo 35),2.5,8,20.0
3261,1068,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,2,70.0
3262,1069,27,Hoja de Sierra Sandflex (Modelo 27),5.0,8,40.0
3263,1069,21,Llave Angular Cromada (Modelo 21),12.0,4,48.0
3264,1069,43,Cinta Teflon Grande (Modelo 43),2.5,7,17.5
3265,1070,21,Llave Angular Cromada (Modelo 21),12.0,2,24.0
3266,1070,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,7,245.0
3267,1070,46,Llave Angular Cromada (Modelo 46),12.0,3,36.0
3268,1070,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,8,28.0
3269,1071,44,Tubo de Abasto Aluminio (Modelo 44),8.0,4,32.0
3270,1071,2,Mezcladora Ducha Italgrif,120.0,5,600.0
3271,1071,18,Llave Angular Cromada (Modelo 18),12.0,9,108.0
3272,1071,14,Martillo de Uña,25.0,7,175.0
3273,1072,17,Llave Lavatorio Vainsa (Modelo 17),45.0,6,270.0
3274,1072,27,Hoja de Sierra Sandflex (Modelo 27),5.0,7,35.0
3275,1072,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,7,196.0
3276,1073,18,Llave Angular Cromada (Modelo 18),12.0,8,96.0
3277,1074,20,Llave Lavatorio Vainsa (Modelo 20),45.0,8,360.0
3278,1075,11,Sifón Botella Lavatorio PVC,15.0,9,135.0
3279,1075,14,Martillo de Uña,25.0,2,50.0
3280,1075,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,10,1200.0
3281,1075,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,3,45.0
3282,1075,39,Guantes de Seguridad (Modelo 39),8.0,9,72.0
3283,1076,25,Cinta Teflon Grande (Modelo 25),2.5,2,5.0
3284,1077,5,Mezcladora Monocomando Cocina,180.0,1,180.0
3285,1077,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,4,112.0
3286,1077,24,Llave Angular Cromada (Modelo 24),12.0,9,108.0
3287,1077,13,Hoja de Sierra Sandflex,5.0,3,15.0
3288,1077,35,Cinta Teflon Grande (Modelo 35),2.5,7,17.5
3289,1078,24,Llave Angular Cromada (Modelo 24),12.0,6,72.0
3290,1078,27,Hoja de Sierra Sandflex (Modelo 27),5.0,4,20.0
3291,1079,2,Mezcladora Ducha Italgrif,120.0,9,1080.0
3292,1080,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,1,120.0
3293,1080,11,Sifón Botella Lavatorio PVC,15.0,5,75.0
3294,1080,20,Llave Lavatorio Vainsa (Modelo 20),45.0,1,45.0
3295,1080,15,Guantes de Seguridad,8.0,4,32.0
3296,1081,25,Cinta Teflon Grande (Modelo 25),2.5,7,17.5
3297,1082,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,2,56.0
3298,1082,5,Mezcladora Monocomando Cocina,180.0,9,1620.0
3299,1082,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,7,840.0
3300,1083,39,Guantes de Seguridad (Modelo 39),8.0,3,24.0
3301,1083,7,"Tubo PVC Agua 1/2"" (5m)",14.0,10,140.0
3302,1083,26,Hoja de Sierra Sandflex (Modelo 26),5.0,4,20.0
3303,1083,39,Guantes de Seguridad (Modelo 39),8.0,5,40.0
3304,1083,21,Llave Angular Cromada (Modelo 21),12.0,7,84.0
3305,1084,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,4,60.0
3306,1084,7,"Tubo PVC Agua 1/2"" (5m)",14.0,5,70.0
3307,1084,42,Cinta Teflon Grande (Modelo 42),2.5,10,25.0
3308,1085,28,Tubo de Abasto Aluminio (Modelo 28),8.0,2,16.0
3309,1085,15,Guantes de Seguridad,8.0,7,56.0
3310,1085,36,Hoja de Sierra Sandflex (Modelo 36),5.0,5,25.0
3311,1086,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,4,56.0
3312,1086,25,Cinta Teflon Grande (Modelo 25),2.5,1,2.5
3313,1086,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,7,840.0
3314,1086,24,Llave Angular Cromada (Modelo 24),12.0,9,108.0
3315,1086,46,Llave Angular Cromada (Modelo 46),12.0,2,24.0
3316,1087,2,Mezcladora Ducha Italgrif,120.0,7,840.0
3317,1087,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,4,14.0
3318,1087,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,6,168.0
3319,1087,31,Hoja de Sierra Sandflex (Modelo 31),5.0,10,50.0
3320,1087,7,"Tubo PVC Agua 1/2"" (5m)",14.0,5,70.0
3321,1088,7,"Tubo PVC Agua 1/2"" (5m)",14.0,9,126.0
3322,1089,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,4,140.0
3323,1089,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,3,84.0
3324,1089,26,Hoja de Sierra Sandflex (Modelo 26),5.0,10,50.0
3325,1089,31,Hoja de Sierra Sandflex (Modelo 31),5.0,9,45.0
3326,1090,17,Llave Lavatorio Vainsa (Modelo 17),45.0,7,315.0
3327,1090,20,Llave Lavatorio Vainsa (Modelo 20),45.0,6,270.0
3328,1090,10,Cinta Teflon Grande,2.5,1,2.5
3329,1090,21,Llave Angular Cromada (Modelo 21),12.0,10,120.0
3330,1091,45,Llave Lavatorio Vainsa (Modelo 45),45.0,4,180.0
3331,1091,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,9,126.0
3332,1091,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,9,1080.0
3333,1092,21,Llave Angular Cromada (Modelo 21),12.0,8,96.0
3334,1092,46,Llave Angular Cromada (Modelo 46),12.0,8,96.0
3335,1093,45,Llave Lavatorio Vainsa (Modelo 45),45.0,2,90.0
3336,1093,25,Cinta Teflon Grande (Modelo 25),2.5,3,7.5
3337,1093,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,1,14.0
3338,1093,11,Sifón Botella Lavatorio PVC,15.0,9,135.0
3339,1094,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,2,56.0
3340,1094,3,"Caño Jardin Bronce 1/2""",15.0,7,105.0
3341,1095,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,3,360.0
3342,1095,48,Martillo de Uña (Modelo 48),25.0,9,225.0
3343,1095,27,Hoja de Sierra Sandflex (Modelo 27),5.0,7,35.0
3344,1095,1,Llave Lavatorio Vainsa,45.0,5,225.0
3345,1095,8,"Codo PVC 4"" Desague 90°",3.5,7,24.5
