idCompra,Fecha_Compra,nombreProveedor,Total
COMP-2036,2025-04-18,Proveedor 320,4494.74
COMP-2037,2024-11-29,Proveedor 185,236.47
COMP-2038,2024-01-29,Proveedor 443,3715.6
COMP-2039,2025-10-07,Proveedor 253,2771.67
COMP-2040,2025-09-15,Proveedor 455,926.63
COMP-2041,2025-01-08,Proveedor 356,51.0
COMP-2042,2023-12-02,Proveedor 467,4849.77
COMP-2043,2024-01-01,Proveedor 386,1169.97
COMP-2044,2024-08-31,Proveedor 479,4838.94
COMP-2045,2023-12-24,Proveedor 31,3308.4
COMP-2046,2023-04-26,Proveedor 154,3570.6
COMP-2047,2025-07-04,Proveedor 42,4142.02
COMP-2048,2024-06-08,Proveedor 279,3731.87
COMP-2049,2025-01-19,Proveedor 272,785.01
COMP-2050,2023-01-06,Proveedor 9,2802.37
COMP-2051,2025-10-04,Proveedor 469,3952.91
COMP-2052,2024-01-21,Proveedor 487,3315.16
COMP-2053,2023-08-12,Proveedor 191,1631.9
COMP-2054,2025-03-20,Proveedor 75,2111.57
COMP-2055,2024-06-08,Proveedor 40,157.59
COMP-2056,2023-10-25,Proveedor 141,758.93
COMP-2057,2023-03-14,Proveedor 402,1435.95
COMP-2058,2025-09-04,Proveedor 9,1902.47
COMP-2059,2023-07-11,Proveedor 226,3490.67
COMP-2060,2023-05-30,Proveedor 154,3647.5
COMP-2061,2025-04-29,Proveedor 301,1661.98
COMP-2062,2025-09-05,Proveedor 327,4616.66
COMP-2063,2025-09-23,Proveedor 389,3059.92
COMP-2064,2025-05-20,Proveedor 215,3223.75
COMP-2065,2023-03-23,Proveedor 61,4233.89
COMP-2066,2023-05-01,Proveedor 307,769.05
COMP-2067,2023-06-17,Proveedor 236,4357.48
COMP-2068,2024-11-22,Proveedor 473,3540.17
COMP-2069,2023-01-27,Proveedor 299,324.44
COMP-2070,2024-03-13,Proveedor 362,3317.77
COMP-2071,2025-04-04,Proveedor 24,1612.6
COMP-2072,2025-09-25,Proveedor 252,3884.22
COMP-2073,2023-09-29,Proveedor 377,919.56
COMP-2074,2024-08-09,Proveedor 442,3514.06
COMP-2075,2023-01-27,Proveedor 26,2706.68
COMP-2076,2023-01-02,Proveedor 151,3108.31
COMP-2077,2023-05-03,Proveedor 128,2777.3
COMP-2078,2023-05-14,Proveedor 241,4896.07
COMP-2079,2025-02-22,Proveedor 68,1007.49
COMP-2080,2024-06-24,Proveedor 24,1303.78
COMP-2081,2023-11-18,Proveedor 85,128.09
COMP-2082,2024-08-04,Proveedor 51,2945.41
COMP-2083,2023-10-15,Proveedor 345,2130.95
COMP-2084,2025-07-09,Proveedor 494,1842.57
COMP-2085,2023-08-20,Proveedor 7,1312.76
COMP-2086,2024-08-23,Proveedor 120,2586.0
COMP-2087,2024-04-04,Proveedor 95,2862.68
COMP-2088,2025-07-19,Proveedor 133,3815.53
COMP-2089,2023-01-17,Proveedor 410,3059.08
COMP-2090,2023-07-01,Proveedor 437,2705.5
COMP-2091,2024-12-23,Proveedor 141,2953.39
COMP-2092,2023-12-04,Proveedor 197,3068.61
COMP-2093,2024-11-07,Proveedor 437,708.21
COMP-2094,2025-06-17,Proveedor 238,146.99
COMP-2095,2023-10-29,Proveedor 205,3418.02
COMP-2096,2024-12-02,Proveedor 287,3964.86
COMP-2097,2024-06-30,Proveedor 69,4569.43
COMP-2098,2023-08-10,Proveedor 274,4271.49
COMP-2099,2024-12-10,Proveedor 160,2601.43
COMP-2100,2024-05-30,Proveedor 233,2659.61
COMP-2101,2024-02-19,Proveedor 473,1896.13
COMP-2102,2023-04-06,Proveedor 491,3533.9
COMP-2103,2025-09-11,Proveedor 293,4704.42
COMP-2104,2025-04-08,Proveedor 453,1631.57
COMP-2105,2023-07-24,Proveedor 54,3801.05
COMP-2106,2025-07-06,Proveedor 332,1824.17
COMP-2107,2025-03-29,Proveedor 247,2010.49
COMP-2108,2023-03-11,Proveedor 378,4607.35
COMP-2109,2025-03-09,Proveedor 230,3390.51
COMP-2110,2024-04-12,Proveedor 451,462.4
COMP-2111,2024-05-30,Proveedor 240,4990.77
COMP-2112,2023-04-09,Proveedor 474,4406.45
COMP-2113,2023-06-24,Proveedor 325,3364.19
COMP-2114,2024-02-09,Proveedor 421,3768.15
COMP-2115,2024-03-13,Proveedor 98,655.81
COMP-2116,2023-10-19,Proveedor 250,72.4
COMP-2117,2025-01-08,Proveedor 199,3483.85
COMP-2118,2024-10-08,Proveedor 246,4950.02
COMP-2119,2025-10-13,Proveedor 464,4480.28
COMP-2120,2025-10-31,Proveedor 242,3373.04
COMP-2121,2023-11-22,Proveedor 228,1438.09
COMP-2122,2023-01-04,Proveedor 348,4264.92
COMP-2123,2025-07-11,Proveedor 29,1279.82
COMP-2124,2023-12-07,Proveedor 302,456.02
COMP-2125,2025-06-13,Proveedor 18,4792.66
COMP-2126,2025-02-24,Proveedor 477,1904.53
COMP-2127,2023-06-17,Proveedor 117,4138.54
COMP-2128,2025-09-06,Proveedor 143,3517.36
COMP-2129,2023-07-15,Proveedor 298,4883.99
COMP-2130,2024-11-14,Proveedor 97,4817.4
COMP-2131,2023-07-25,Proveedor 397,1565.67
COMP-2132,2024-04-27,Proveedor 139,2854.91
COMP-2133,2023-02-05,Proveedor 256,618.59
COMP-2134,2025-08-17,Proveedor 60,4863.82
COMP-2135,2024-01-09,Proveedor 161,1611.62
COMP-2136,2023-11-16,Proveedor 273,3767.59
COMP-2137,2023-08-23,Proveedor 497,2774.1
COMP-2138,2023-04-19,Proveedor 188,4758.23
COMP-2139,2023-08-25,Proveedor 484,1799.5
COMP-2140,2023-05-09,Proveedor 191,3113.42
COMP-2141,2025-03-18,Proveedor 177,2197.24
COMP-2142,2025-04-08,Proveedor 413,1935.1
COMP-2143,2025-10-24,Proveedor 31,4494.52
COMP-2144,2025-02-12,Proveedor 174,1299.11
COMP-2145,2023-05-26,Proveedor 217,212.77
COMP-2146,2024-02-02,Proveedor 336,2843.78
COMP-2147,2024-12-28,Proveedor 109,3190.21
COMP-2148,2023-04-23,Proveedor 214,4147.77
COMP-2149,2025-08-08,Proveedor 332,1214.7
COMP-2150,2024-07-16,Proveedor 225,1485.42
COMP-2151,2023-02-09,Proveedor 44,2373.39
COMP-2152,2023-09-21,Proveedor 41,3190.31
COMP-2153,2024-10-11,Proveedor 62,3548.76
COMP-2154,2024-07-12,Proveedor 281,1481.68
COMP-2155,2025-10-18,Proveedor 213,1884.2
COMP-2156,2024-09-01,Proveedor 170,3182.72
COMP-2157,2024-01-29,Proveedor 376,3571.06
COMP-2158,2023-03-08,Proveedor 25,3500.78
COMP-2159,2024-03-14,Proveedor 432,3894.53
COMP-2160,2025-06-16,Proveedor 274,1400.12
COMP-2161,2025-08-30,Proveedor 7,2153.76
COMP-2162,2023-10-04,Proveedor 475,2071.73
COMP-2163,2025-03-31,Proveedor 277,3472.59
COMP-2164,2024-07-15,Proveedor 422,4523.01
COMP-2165,2025-01-07,Proveedor 405,4172.38
COMP-2166,2023-03-30,Proveedor 496,2809.49
COMP-2167,2023-07-08,Proveedor 417,386.12
COMP-2168,2024-04-22,Proveedor 245,4672.95
COMP-2169,2024-07-31,Proveedor 229,4349.61
COMP-2170,2025-09-29,Proveedor 402,2263.67
COMP-2171,2023-04-03,Proveedor 494,4343.3
COMP-2172,2023-08-02,Proveedor 409,4925.92
COMP-2173,2025-06-10,Proveedor 128,3226.51
COMP-2174,2024-09-24,Proveedor 387,2343.3
COMP-2175,2023-01-21,Proveedor 187,1602.74
COMP-2176,2025-02-03,Proveedor 461,4458.16
COMP-2177,2024-09-25,Proveedor 323,4015.33
COMP-2178,2025-08-13,Proveedor 2,77.59
COMP-2179,2023-10-23,Proveedor 102,2117.27
COMP-2180,2024-06-25,Proveedor 367,1572.36
COMP-2181,2023-11-17,Proveedor 301,1285.57
COMP-2182,2023-02-12,Proveedor 462,4039.08
COMP-2183,2024-01-02,Proveedor 17,3968.86
COMP-2184,2024-07-09,Proveedor 164,2833.45
COMP-2185,2025-07-13,Proveedor 248,3109.69
COMP-2186,2025-10-04,Proveedor 344,2720.51
COMP-2187,2025-01-28,Proveedor 329,4497.24
COMP-2188,2023-01-12,Proveedor 196,76.29
COMP-2189,2023-06-24,Proveedor 196,1103.56
COMP-2190,2023-05-11,Proveedor 188,2918.36
COMP-2191,2025-04-17,Proveedor 378,739.43
COMP-2192,2023-11-02,Proveedor 479,540.66
COMP-2193,2023-11-15,Proveedor 128,1177.62
COMP-2194,2025-01-09,Proveedor 159,2495.7
COMP-2195,2023-10-31,Proveedor 383,4259.62
COMP-2196,2024-08-11,Proveedor 178,2985.27
COMP-2197,2024-12-24,Proveedor 50,4632.51
COMP-2198,2025-03-23,Proveedor 500,4314.24
COMP-2199,2024-05-19,Proveedor 80,4356.06
COMP-2200,2025-05-30,Proveedor 97,130.53
COMP-2201,2025-06-20,Proveedor 181,1326.49
COMP-2202,2023-08-27,Proveedor 304,2476.08
COMP-2203,2024-11-23,Proveedor 470,4138.46
COMP-2204,2023-11-22,Proveedor 362,749.67
COMP-2205,2023-10-20,Proveedor 140,1666.99
COMP-2206,2024-11-30,Proveedor 53,4204.85
COMP-2207,2024-03-15,Proveedor 443,1107.17
COMP-2208,2025-08-20,Proveedor 498,3417.37
COMP-2209,2023-09-13,Proveedor 160,1960.71
COMP-2210,2025-06-17,Proveedor 404,4695.16
COMP-2211,2024-05-05,Proveedor 262,4915.24
COMP-2212,2023-05-13,Proveedor 423,3935.12
COMP-2213,2024-01-05,Proveedor 373,2659.68
COMP-2214,2025-04-04,Proveedor 492,2008.35
COMP-2215,2023-07-05,Proveedor 131,3807.09
COMP-2216,2024-07-12,Proveedor 109,3577.3
COMP-2217,2023-07-12,Proveedor 405,163.34
COMP-2218,2024-07-10,Proveedor 16,3975.38
COMP-2219,2025-05-10,Proveedor 93,2162.83
COMP-2220,2025-05-05,Proveedor 362,1290.96
COMP-2221,2024-08-24,Proveedor 12,4357.5
COMP-2222,2024-10-13,Proveedor 486,739.47
COMP-2223,2024-07-22,Proveedor 302,314.87
COMP-2224,2024-12-01,Proveedor 273,4061.87
COMP-2225,2023-07-13,Proveedor 197,4484.09
COMP-2226,2023-08-09,Proveedor 1,3706.14
COMP-2227,2023-05-16,Proveedor 145,2467.11
COMP-2228,2023-04-22,Proveedor 42,1894.87
COMP-2229,2024-01-09,Proveedor 191,3532.49
COMP-2230,2025-05-12,Proveedor 408,4355.31
COMP-2231,2023-02-26,Proveedor 126,2245.61
COMP-2232,2025-04-10,Proveedor 71,2087.4
COMP-2233,2024-03-17,Proveedor 229,2687.95
COMP-2234,2025-01-15,Proveedor 236,2530.11
COMP-2235,2024-04-20,Proveedor 43,3266.04
COMP-2236,2024-12-10,Proveedor 19,4876.17
COMP-2237,2025-02-28,Proveedor 116,4905.43
COMP-2238,2023-06-13,Proveedor 153,1742.69
COMP-2239,2025-06-14,Proveedor 60,320.82
COMP-2240,2024-07-09,Proveedor 83,1045.59
COMP-2241,2025-05-10,Proveedor 446,4143.37
COMP-2242,2025-06-25,Proveedor 32,2201.55
COMP-2243,2025-08-13,Proveedor 373,2324.56
COMP-2244,2024-03-10,Proveedor 441,1701.61
COMP-2245,2024-01-09,Proveedor 154,1996.25
COMP-2246,2024-08-23,Proveedor 293,180.82
COMP-2247,2023-06-21,Proveedor 291,1807.65
COMP-2248,2023-08-16,Proveedor 305,187.4
COMP-2249,2023-08-13,Proveedor 101,1934.8
COMP-2250,2024-05-07,Proveedor 47,3451.63
COMP-2251,2024-02-16,Proveedor 483,2622.15
COMP-2252,2024-10-24,Proveedor 14,1724.17
COMP-2253,2023-07-02,Proveedor 398,3310.67
COMP-2254,2024-08-06,Proveedor 247,392.28
COMP-2255,2023-08-29,Proveedor 380,2001.95
COMP-2256,2023-11-13,Proveedor 174,3733.18
COMP-2257,2024-07-05,Proveedor 227,1554.28
COMP-2258,2025-09-04,Proveedor 163,2369.58
COMP-2259,2024-12-19,Proveedor 12,2295.98
COMP-2260,2024-04-21,Proveedor 203,227.08
COMP-2261,2023-09-08,Proveedor 372,4727.45
COMP-2262,2023-12-23,Proveedor 500,4461.27
COMP-2263,2024-02-29,Proveedor 255,3036.57
COMP-2264,2025-08-08,Proveedor 277,4348.47
COMP-2265,2025-01-23,Proveedor 209,4171.12
COMP-2266,2024-07-19,Proveedor 196,2030.38
COMP-2267,2024-07-10,Proveedor 316,1582.75
COMP-2268,2024-05-09,Proveedor 141,192.02
COMP-2269,2024-09-09,Proveedor 85,2284.04
COMP-2270,2024-10-28,Proveedor 409,2050.93
COMP-2271,2023-01-30,Proveedor 432,2391.21
COMP-2272,2023-10-17,Proveedor 358,1362.87
COMP-2273,2023-03-25,Proveedor 193,3442.02
COMP-2274,2025-01-29,Proveedor 406,2082.27
COMP-2275,2023-01-23,Proveedor 91,3872.43
COMP-2276,2023-10-27,Proveedor 44,1662.63
COMP-2277,2024-01-16,Proveedor 276,2412.52
COMP-2278,2023-01-08,Proveedor 151,3894.75
COMP-2279,2025-09-01,Proveedor 252,4919.58
COMP-2280,2023-07-08,Proveedor 190,3634.54
COMP-2281,2025-03-11,Proveedor 268,2987.23
COMP-2282,2023-10-07,Proveedor 19,3103.02
COMP-2283,2024-11-08,Proveedor 43,653.57
COMP-2284,2025-04-15,Proveedor 498,4766.16
COMP-2285,2024-12-23,Proveedor 405,2161.28
COMP-2286,2023-01-11,Proveedor 219,1504.32
COMP-2287,2023-06-13,Proveedor 32,158.92
COMP-2288,2023-07-07,Proveedor 428,2989.94
COMP-2289,2023-12-05,Proveedor 264,1934.25
COMP-2290,2025-06-28,Proveedor 450,4832.52
COMP-2291,2023-10-08,Proveedor 420,1285.04
COMP-2292,2025-01-15,Proveedor 242,3651.24
COMP-2293,2024-09-04,Proveedor 273,1468.92
COMP-2294,2025-03-17,Proveedor 125,2074.05
COMP-2295,2025-05-14,Proveedor 212,4719.59
COMP-2296,2024-09-27,Proveedor 400,3322.48
COMP-2297,2024-01-31,Proveedor 255,1436.38
COMP-2298,2023-03-28,Proveedor 427,4127.87
COMP-2299,2023-07-24,Proveedor 467,3095.63
COMP-2300,2024-03-16,Proveedor 122,308.52
COMP-2301,2023-05-04,Proveedor 399,1972.66
COMP-2302,2023-08-17,Proveedor 99,422.7
COMP-2303,2023-10-28,Proveedor 1,3675.72
COMP-2304,2024-05-22,Proveedor 378,2707.65
COMP-2305,2024-02-25,Proveedor 124,3010.54
COMP-2306,2025-02-26,Proveedor 395,1557.26
COMP-2307,2024-07-25,Proveedor 104,1844.07
COMP-2308,2023-11-23,Proveedor 89,986.06
COMP-2309,2023-05-12,Proveedor 388,4750.7
COMP-2310,2025-02-16,Proveedor 487,3881.29
COMP-2311,2024-11-28,Proveedor 16,2439.92
COMP-2312,2025-05-18,Proveedor 150,2649.8
COMP-2313,2025-05-20,Proveedor 80,2088.33
COMP-2314,2024-09-23,Proveedor 487,3971.13
COMP-2315,2025-09-18,Proveedor 473,3285.05
COMP-2316,2023-03-25,Proveedor 37,1216.17
COMP-2317,2024-02-24,Proveedor 102,1093.54
COMP-2318,2023-04-11,Proveedor 345,560.11
COMP-2319,2024-04-14,Proveedor 49,258.96
COMP-2320,2024-04-12,Proveedor 314,3890.94
COMP-2321,2023-02-15,Proveedor 200,1822.95
COMP-2322,2025-05-13,Proveedor 46,3288.46
COMP-2323,2024-08-21,Proveedor 253,910.7
COMP-2324,2025-05-20,Proveedor 260,1927.0
COMP-2325,2024-02-14,Proveedor 321,333.32
COMP-2326,2023-09-13,Proveedor 362,718.39
COMP-2327,2023-05-18,Proveedor 421,4293.92
COMP-2328,2025-07-02,Proveedor 430,3866.43
COMP-2329,2024-05-31,Proveedor 94,2892.68
COMP-2330,2023-05-01,Proveedor 302,1172.77
COMP-2331,2024-12-23,Proveedor 62,2321.23
COMP-2332,2023-12-06,Proveedor 316,147.65
COMP-2333,2023-07-05,Proveedor 455,2830.36
COMP-2334,2024-11-12,Proveedor 427,4157.7
COMP-2335,2025-08-02,Proveedor 219,4660.56
COMP-2336,2025-01-21,Proveedor 488,3519.19
COMP-2337,2023-11-03,Proveedor 108,4723.99
COMP-2338,2025-11-01,Proveedor 198,1060.59
COMP-2339,2024-06-16,Proveedor 173,362.48
COMP-2340,2023-03-29,Proveedor 271,2739.41
COMP-2341,2023-11-19,Proveedor 321,1495.01
COMP-2342,2023-01-24,Proveedor 443,335.57
COMP-2343,2023-10-19,Proveedor 493,805.72
COMP-2344,2025-07-12,Proveedor 352,1032.53
COMP-2345,2024-09-13,Proveedor 259,2916.36
COMP-2346,2024-04-03,Proveedor 337,4628.51
COMP-2347,2024-09-27,Proveedor 262,3699.56
COMP-2348,2025-07-26,Proveedor 207,505.11
COMP-2349,2025-02-19,Proveedor 73,677.13
COMP-2350,2025-06-09,Proveedor 381,4910.29
COMP-2351,2023-07-31,Proveedor 259,3856.17
COMP-2352,2024-06-24,Proveedor 476,604.17
COMP-2353,2023-10-14,Proveedor 317,2909.13
COMP-2354,2025-04-02,Proveedor 155,233.58
COMP-2355,2025-07-29,Proveedor 60,3684.28
COMP-2356,2023-05-05,Proveedor 291,2325.73
COMP-2357,2024-08-31,Proveedor 312,621.42
COMP-2358,2023-12-31,Proveedor 160,2868.6
COMP-2359,2023-05-29,Proveedor 20,772.83
COMP-2360,2024-04-28,Proveedor 354,470.67
COMP-2361,2024-03-04,Proveedor 168,1787.52
COMP-2362,2024-10-06,Proveedor 34,4131.9
COMP-2363,2024-11-12,Proveedor 127,901.83
COMP-2364,2024-07-22,Proveedor 464,1367.7
COMP-2365,2023-03-15,Proveedor 115,3438.18
COMP-2366,2025-01-31,Proveedor 44,3024.29
COMP-2367,2025-10-22,Proveedor 226,4089.19
COMP-2368,2023-01-14,Proveedor 165,3823.57
COMP-2369,2024-11-18,Proveedor 189,285.42
COMP-2370,2025-03-16,Proveedor 79,3757.95
COMP-2371,2023-01-13,Proveedor 94,3653.28
COMP-2372,2025-05-24,Proveedor 125,4488.28
COMP-2373,2024-02-01,Proveedor 118,1660.94
COMP-2374,2023-03-25,Proveedor 376,409.0
COMP-2375,2023-02-21,Proveedor 455,3003.65
COMP-2376,2024-08-09,Proveedor 60,1600.52
COMP-2377,2023-02-06,Proveedor 18,938.56
COMP-2378,2025-10-03,Proveedor 221,2922.0
COMP-2379,2023-06-17,Proveedor 192,2499.8
COMP-2380,2023-10-07,Proveedor 214,2394.35
COMP-2381,2023-09-27,Proveedor 341,3345.62
COMP-2382,2024-09-09,Proveedor 113,2418.34
COMP-2383,2023-09-17,Proveedor 321,4052.27
COMP-2384,2023-02-18,Proveedor 382,3530.93
COMP-2385,2025-01-03,Proveedor 484,3639.85
COMP-2386,2024-12-04,Proveedor 122,4570.69
COMP-2387,2024-01-28,Proveedor 470,3367.72
COMP-2388,2025-04-25,Proveedor 363,4856.46
COMP-2389,2024-02-15,Proveedor 363,214.18
COMP-2390,2024-11-15,Proveedor 335,579.96
COMP-2391,2023-02-10,Proveedor 412,40.63
COMP-2392,2024-06-27,Proveedor 497,4865.77
COMP-2393,2024-10-03,Proveedor 370,3329.23
COMP-2394,2023-06-25,Proveedor 210,982.73
COMP-2395,2023-08-24,Proveedor 195,3431.24
COMP-2396,2025-02-11,Proveedor 25,1710.01
COMP-2397,2023-06-13,Proveedor 333,3224.52
COMP-2398,2024-04-21,Proveedor 333,135.47
COMP-2399,2024-11-03,Proveedor 161,4104.04
COMP-2400,2024-02-02,Proveedor 163,4390.59
COMP-2401,2023-02-21,Proveedor 382,3431.52
COMP-2402,2025-07-17,Proveedor 322,2150.11
COMP-2403,2025-09-10,Proveedor 325,900.22
COMP-2404,2025-04-08,Proveedor 189,2430.95
COMP-2405,2023-10-02,Proveedor 211,329.43
COMP-2406,2023-07-02,Proveedor 366,374.37
COMP-2407,2023-01-10,Proveedor 232,2325.66
COMP-2408,2023-01-19,Proveedor 326,2015.11
COMP-2409,2023-08-03,Proveedor 2,4104.82
COMP-2410,2023-12-19,Proveedor 269,3229.33
COMP-2411,2024-11-24,Proveedor 244,3084.7
COMP-2412,2023-09-29,Proveedor 338,4851.62
COMP-2413,2023-12-31,Proveedor 71,2253.71
COMP-2414,2025-05-18,Proveedor 223,2270.57
COMP-2415,2025-07-02,Proveedor 447,2647.82
COMP-2416,2025-03-30,Proveedor 31,735.97
COMP-2417,2024-04-02,Proveedor 493,3333.19
COMP-2418,2024-04-05,Proveedor 171,4009.06
COMP-2419,2023-04-11,Proveedor 356,2800.43
COMP-2420,2024-02-28,Proveedor 80,118.18
COMP-2421,2024-08-28,Proveedor 185,1132.7
COMP-2422,2025-09-04,Proveedor 443,3837.51
COMP-2423,2024-03-10,Proveedor 375,4826.53
COMP-2424,2024-06-25,Proveedor 396,1180.53
COMP-2425,2023-11-18,Proveedor 377,741.01
COMP-2426,2025-05-22,Proveedor 109,4724.48
COMP-2427,2025-09-20,Proveedor 477,4218.23
COMP-2428,2025-02-23,Proveedor 178,3090.45
COMP-2429,2024-10-17,Proveedor 176,53.91
COMP-2430,2025-04-12,Proveedor 50,1427.09
COMP-2431,2023-06-09,Proveedor 305,3663.27
COMP-2432,2024-03-30,Proveedor 163,2823.05
COMP-2433,2023-10-29,Proveedor 87,653.72
COMP-2434,2023-06-05,Proveedor 276,782.62
COMP-2435,2024-01-17,Proveedor 70,1474.09
COMP-2436,2025-06-27,Proveedor 211,3439.1
COMP-2437,2025-04-16,Proveedor 300,2098.51
COMP-2438,2025-01-29,Proveedor 358,1021.87
COMP-2439,2023-08-31,Proveedor 251,3689.95
COMP-2440,2025-03-22,Proveedor 353,2180.75
COMP-2441,2025-01-13,Proveedor 63,4085.83
COMP-2442,2024-07-15,Proveedor 366,4177.04
COMP-2443,2025-01-24,Proveedor 271,439.37
COMP-2444,2024-02-06,Proveedor 387,4530.15
COMP-2445,2024-10-27,Proveedor 73,3689.45
COMP-2446,2023-03-16,Proveedor 85,983.17
COMP-2447,2023-05-15,Proveedor 49,4770.2
COMP-2448,2023-01-05,Proveedor 45,1611.62
COMP-2449,2024-10-12,Proveedor 192,4121.13
COMP-2450,2023-12-29,Proveedor 330,2989.4
COMP-2451,2025-09-07,Proveedor 306,4913.78
COMP-2452,2025-03-17,Proveedor 241,1794.1
COMP-2453,2023-07-24,Proveedor 263,4261.53
COMP-2454,2025-02-14,Proveedor 276,2574.87
COMP-2455,2023-03-22,Proveedor 177,1173.88
COMP-2456,2024-01-22,Proveedor 219,4347.09
COMP-2457,2024-01-25,Proveedor 178,3828.16
COMP-2458,2024-11-04,Proveedor 331,1428.57
COMP-2459,2023-02-25,Proveedor 364,337.65
COMP-2460,2024-04-18,Proveedor 337,1770.48
COMP-2461,2024-03-26,Proveedor 218,2826.88
COMP-2462,2023-10-08,Proveedor 416,3339.55
COMP-2463,2025-10-21,Proveedor 54,1520.26
COMP-2464,2023-01-27,Proveedor 88,2294.37
COMP-2465,2023-07-28,Proveedor 497,2547.64
COMP-2466,2023-12-22,Proveedor 258,2451.81
COMP-2467,2023-06-22,Proveedor 155,2914.35
COMP-2468,2024-05-18,Proveedor 484,540.1
COMP-2469,2025-04-14,Proveedor 69,4106.96
COMP-2470,2025-03-02,Proveedor 391,1505.3
COMP-2471,2023-12-01,Proveedor 122,1043.26
COMP-2472,2025-07-19,Proveedor 253,3755.82
COMP-2473,2025-10-22,Proveedor 178,3766.12
COMP-2474,2025-06-14,Proveedor 395,1254.48
COMP-2475,2024-06-02,Proveedor 320,4118.51
COMP-2476,2025-01-26,Proveedor 267,4940.05
COMP-2477,2025-05-01,Proveedor 347,4716.19
COMP-2478,2025-05-17,Proveedor 362,3582.16
COMP-2479,2023-06-06,Proveedor 433,1573.99
COMP-2480,2025-05-21,Proveedor 16,4757.99
COMP-2481,2024-05-12,Proveedor 27,3200.73
COMP-2482,2024-03-31,Proveedor 208,742.75
COMP-2483,2023-08-26,Proveedor 173,4685.85
COMP-2484,2023-01-16,Proveedor 284,3904.46
COMP-2485,2023-01-06,Proveedor 266,4189.49
COMP-2486,2024-01-12,Proveedor 37,667.08
COMP-2487,2023-04-13,Proveedor 287,1334.8
COMP-2488,2023-11-12,Proveedor 408,2763.6
COMP-2489,2024-10-06,Proveedor 72,3486.95
COMP-2490,2024-08-15,Proveedor 147,3916.4
COMP-2491,2023-09-04,Proveedor 25,2500.41
COMP-2492,2024-06-14,Proveedor 442,2364.93
COMP-2493,2024-09-30,Proveedor 164,4807.29
COMP-2494,2023-07-15,Proveedor 158,2195.05
COMP-2495,2023-12-27,Proveedor 280,4051.32
COMP-2496,2025-01-03,Proveedor 268,4473.4
COMP-2497,2025-08-06,Proveedor 159,1419.34
COMP-2498,2023-02-05,Proveedor 235,2312.97
COMP-2499,2025-06-20,Proveedor 423,2266.97
COMP-2500,2025-06-26,Proveedor 369,1778.13
COMP-2501,2024-03-23,Proveedor 227,571.62
COMP-2502,2025-07-21,Proveedor 267,1081.18
COMP-2503,2025-06-05,Proveedor 489,2399.14
COMP-2504,2025-02-10,Proveedor 34,2655.32
COMP-2505,2025-06-23,Proveedor 372,2809.54
COMP-2506,2024-08-21,Proveedor 4,2911.89
COMP-2507,2023-06-09,Proveedor 491,2855.77
COMP-2508,2025-04-22,Proveedor 360,4512.15
COMP-2509,2025-05-24,Proveedor 50,63.44
COMP-2510,2025-02-23,Proveedor 45,4327.19
COMP-2511,2024-07-12,Proveedor 184,2506.42
COMP-2512,2024-10-12,Proveedor 56,1192.06
COMP-2513,2023-10-04,Proveedor 141,3492.75
COMP-2514,2023-10-28,Proveedor 410,2298.33
COMP-2515,2025-06-29,Proveedor 491,1250.7
COMP-2516,2025-03-05,Proveedor 473,3962.17
COMP-2517,2024-04-14,Proveedor 70,2046.87
COMP-2518,2023-06-25,Proveedor 141,4154.5
COMP-2519,2023-06-10,Proveedor 355,2023.44
COMP-2520,2024-04-04,Proveedor 2,1669.96
COMP-2521,2023-01-09,Proveedor 263,4490.84
COMP-2522,2025-02-01,Proveedor 247,4771.34
COMP-2523,2025-07-05,Proveedor 141,4655.51
COMP-2524,2024-03-31,Proveedor 324,3221.78
COMP-2525,2023-05-07,Proveedor 218,3350.2
COMP-2526,2025-04-05,Proveedor 15,3391.06
COMP-2527,2024-01-19,Proveedor 408,2063.24
COMP-2528,2024-12-23,Proveedor 65,3279.21
COMP-2529,2024-11-23,Proveedor 154,649.51
COMP-2530,2024-10-26,Proveedor 50,3474.77
COMP-2531,2024-05-06,Proveedor 482,2322.49
COMP-2532,2023-11-06,Proveedor 202,4212.18
COMP-2533,2023-02-04,Proveedor 92,2270.95
COMP-2534,2025-01-23,Proveedor 390,617.27
COMP-2535,2023-08-22,Proveedor 288,4670.86
COMP-2536,2023-02-06,Proveedor 370,2802.49
COMP-2537,2025-03-22,Proveedor 401,986.65
COMP-2538,2023-01-05,Proveedor 100,1312.5
COMP-2539,2023-11-03,Proveedor 404,890.07
COMP-2540,2025-08-01,Proveedor 249,1000.73
COMP-2541,2024-07-15,Proveedor 307,248.22
COMP-2542,2023-05-18,Proveedor 299,3555.05
COMP-2543,2025-08-24,Proveedor 413,1362.87
COMP-2544,2023-06-26,Proveedor 123,3226.64
COMP-2545,2024-06-30,Proveedor 454,2051.97
COMP-2546,2023-12-26,Proveedor 292,2475.96
COMP-2547,2025-01-24,Proveedor 391,4769.14
COMP-2548,2023-06-07,Proveedor 167,2340.46
COMP-2549,2025-03-23,Proveedor 469,1653.44
COMP-2550,2025-07-29,Proveedor 320,3908.23
COMP-2551,2024-05-14,Proveedor 153,261.15
COMP-2552,2024-10-31,Proveedor 90,1725.96
COMP-2553,2024-10-22,Proveedor 66,1851.5
COMP-2554,2025-07-22,Proveedor 94,3452.83
COMP-2555,2023-01-30,Proveedor 202,4740.32
